稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-01-01,,-,,NAMCO,ゴーリーゴースト,,0,0,,,,,,,,
1990-01-01,,-,,NAMCO,倉庫番DX,,0,0,,,,,,,,
1990-01-01,,-,,NAMCO,ドラゴンセイバー（★）,,0,0,,,"""ALL OR NOT""NISHIMAKI|""SHIOHIGALER""ITO","根来司|O!SUGI|石川達也|KIM 045|H.MIYSIMA|SHIGEMARU|MA.HA.HO|TEJIMA|NAKAMURA|WAGATUMA|YOSINAMI|YANAGIHARA",細江慎治,石川達也,"ASINAGA BUCHO|YOKO BOSS",
1990-01-01,,-,,NAMCO,パズルクラブ(未発表),,0,0,,,,,,,,
1990-01-01,,-,,NAMCO,ピストル大名の冒険,,0,0,,,,,桜井誠一|細江慎治|高柳佳恵,,,
1990-01-01,,-,,NAMCO,ファイナルラップ2,,0,0,,,,,細江慎治,,,
1990-01-01,,-,野球,NAMCO,プロ野球ワールドスタジアム'90激闘版,,0,0,,,,,,,,
1990-01-01,,-,,NAMCO,マーベルランド,,0,0,,CHITOSE,田中京太,ときた洸一,石井悦夫,CHITOSE,岡本進一郎|K.MATSUOKA,
1991-01-01,,-,,NAMCO,ウィニングラン'91,,0,0,,,,,,,,
1991-01-01,,-,,NAMCO,SUPERワールドスタジアム,,0,0,,,,,,,,
1991-01-01,,-,,NAMCO,スターブレード（★）,,0,0,,中谷始,松浦則政|斉藤仁人|大森靖,柳川渉,細江慎治,,澤野和則|山田昌紀,
1991-01-01,,-,,NAMCO,スティールガンナー,,0,0,,岩崎吾朗,中村勝男|大森靖,菊地秀行|水野一実,高柳佳恵,,澤野和則|田城幸一,
1991-01-01,,-,,NAMCO,タンクフォース（★）,,0,0,,,,,相原隆行,,,
1991-01-01,,-,,NAMCO,ソルバルウ（★）,,0,0,,,本多良行,,川田宏行,,真鍋正|田城幸一,
1991-01-01,,-,,NAMCO,ドライバーズアイ,,0,0,,,,,川田宏行,,,
1991-01-01,,-,,NAMCO,ローリングサンダー2（★）,,0,0,,,,,小沢純子,,,
1992-01-01,,-,,NAMCO,エクスバニア,,0,0,,,田中信洋,杉山嘉浩,荒川美恵,,,
1992-01-01,,-,,NAMCO,F/A,,0,0,,,,木元昌洋,細江慎治|相原隆行,,,
1992-01-01,,-,,NAMCO,コズモギャング・ザ・パズル（★）,,0,0,,見城こうじ,,,荒川美恵,,,
1992-01-01,,-,,NAMCO,コズモギャング・ザ・ビデオ（★）,,0,0,,,伊藤なおき,見城こうじ|いからしたつや,荒川美恵,,,
1992-01-01,,-,,NAMCO,SUPERワールドスタジアム'92,,0,0,,,,,,,,
1992-01-01,,-,,NAMCO,"SUPERワールドスタジアム'92 激闘版",,0,0,,,,,,,,
1992-01-01,,-,,NAMCO,スズカエイトアワーズ,,0,0,,,,,,,,
1992-01-01,,-,,NAMCO,スティールガンナー2,,0,0,,岩崎吾朗,中村勝男|大森靖,菊地秀行|水野一実,高柳佳恵,,澤野和則|田城幸一,
1992-01-01,,-,,NAMCO,爆裂クイズ魔Q大冒険,,0,0,,,,,,,,
1992-01-01,,-,,NAMCO,"バブルトラブル -ゴーリーゴースト2-",,0,0,,,,,,,,
1992-01-01,,-,,NAMCO,ファイナルラップ3,,0,0,,,,,細江慎治,,,
1993-01-01,,-,,NAMCO,エアーコンバット,,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,エメラルディア（★）,,0,0,,,二村忍,見城こうじ,,,,
1993-01-01,,-,野球,NAMCO,"グレートスラッガーズ NEWワールドスタジアム",,0,0,,,,,相原隆行|石川隆之,,,
1993-01-01,,-,,NAMCO,サイバースレッド（★）,,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,スーパーワールドコート,,0,0,,,,,慶野由利子,,,
1993-01-01,,-,,NAMCO,"SUPERワールドスタジアム'93 激闘版",,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,スズカエイトアワーズ2,,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,ナックルヘッズ（★）,,0,0,,,柳原孝安|山田正紀,杉山嘉浩|阿部将道|菊池秀行|福岡充|光永浩司,相原隆行,,,
1993-01-01,,-,,NAMCO,ニューマンアスレチックス（★）,,0,0,,,,石川達也,佐野信義,,,
1993-01-01,,-,,NAMCO,熱闘!激闘!クイズ島,,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,"余命検索サービス X-DAY",,0,0,,,,,,,,
1993-01-01,,-,,NAMCO,ラッキー&ワイルド,,0,0,,,,,,,,
1993-01-01,,-,RCG,NAMCO,リッジレーサー,,0,0,,横山茂,柿沢高弘,佐々木建仁,細江慎治|佐宗綾子|佐野信義,,,
1994-01-01,,-,,NAMCO,アタックオブザゾルギア,,0,0,,,,,,,,
1994-01-01,,-,,NAMCO,エースドライバー,,0,0,,,,,川田宏行,,,
1994-01-01,,-,,NAMCO,ガンバレット,,0,0,,,,,,,,
1994-01-01,,-,野球,NAMCO,グレートスラッガーズ'94,,0,0,,,,,相原隆行|石川隆之,,,
1994-01-01,,-,,NAMCO,サイバーコマンド,,0,0,,,,,,,,
1994-01-01,,-,サッカー,NAMCO,"Jリーグサッカー Vシュート",,0,0,,,,,,,,
1994-01-01,,-,,NAMCO,ティンクルピット,,0,0,,見城こうじ,,,,,,
1994-01-01,,-,FTG,NAMCO,鉄拳,,0,0,,,,,,,,
1994-01-01,,-,,NAMCO,ネビュラスレイ,,0,0,,,斉藤仁人|大塚卓|播磨肇,木元昌洋|伊藤秀昭,福澤正洋|石川隆之,,,
1994-01-01,,-,,NAMCO,ファイナルラップR,,0,0,,,,,細江慎治,,,
1994-01-01,,-,RCG,NAMCO,リッジレーサー2,,0,0,,,,,細江慎治|佐宗綾子|佐野信義|相原隆行,,,
1995-01-01,,-,,NAMCO,アウトフォクシーズ,,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,アルペンレーサー,,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,エアーコンバット22,,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,"恋愛寿命+肉体寿命 X-DAY2",,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,サイバーサイクルズ,,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,SUPERワールドスタジアム'95,,0,0,,,,,,,,
1995-01-01,,-,,NAMCO,ダートダッシュ,,0,0,,,,,細江慎治・佐野電磁(佐野信義)・佐宗綾子・J99(相原隆行)・おやつ大臣(みすみゆり)・さ男(佐々木宏人),,,
1995-01-01,,-,FTG,NAMCO,鉄拳2,,0,0,,,,石井精一,,,,
1995-01-01,,-,,NAMCO,ナムコクラシックコレクションVol.1,,0,0,,,,,,,,
1995-01-01,,-,RCG,NAMCO,レイブレーサー,,0,0,,,,,細江慎治|佐宗綾子|佐野信義|相原隆行,,,
1995-01-01,,-,,NAMCO,マッハブレイカーズ,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,アクアジェット,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,アルペンサーファー,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,アルペンレーサー2,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,"エースドライバー ビクトリーラップ",,0,0,,,,,川田宏行,,,
1996-01-01,,-,,NAMCO,人類全能化計画・技脳体,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,"子育てクイズ マイエンジェル",MOSS,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,SUPERワールドスタジアム'96,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ゼビウス3D/G,,0,0,,見城こうじ,,,細江慎治|佐宗綾子|佐々木宏人|佐野信義,,,
1996-01-01,,-,FTG,NAMCO,ソウルエッジ,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,タイムクライシス,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ダンシングアイ,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ダンクマニア,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,トーキョーウォーズ,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ナムコクラシックコレクションVol.2,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,プライムゴールEX,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,プロップサイクル,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ポケットレーサー,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,アブノーマルチェック,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,アルマジロレーシング,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,"子育てクイズ マイエンジェル2",MOSS,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,"新日本プロレスリング闘魂烈伝3 アーケードエディション",,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,SUPERワールドスタジアム'97,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,スタアオーディション,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,スタースイープ,,0,0,,,,,,,,
1997-01-01,,-,FTG,NAMCO,鉄拳3,アクセラ,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,ファイナルハロン,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,モトクロスゴー!,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,ラピッドリバー,,0,0,,,,,,,,
1997-01-01,,-,,NAMCO,リベログランデ,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,エアガイツ,ドリームファクトリー,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,ガンバァール,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,ガンメンウォーズ,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,"子育てクイズ マイエンジェル3 マイリトルペット",MOSS,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,"ダービークイズ マイドリームホース",MOSS,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,SUPERワールドスタジアム'98,,0,0,,,,,マイケル・ジアッキーノ,J・J・エイブラムス,,
1998-01-01,,-,FTG,NAMCO,ソウルキャリバー,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,タイムクライシス2,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,ダウンヒルバイカーズ,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,テクノドライブ,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,てんこもりシューティング,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,パニックパーク,,0,0,,,,,,,,
1998-01-01,,-,,NAMCO,ハンマーチャンプ,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ファイティングレイヤー,アリカ,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ファイナルハロン2,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ファミリーボウル,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,レースオン!,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,アングラーキング,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,ウンジャマ・ラミーNOW!,,0,0,,支倉朋洋(SCEI),"前田晃紀|John Belmonte|高橋由紀|石山暁文|野村規","松浦雅也(ゲームデザイン)|ロドニー・アラン・グリーンブラット(ビジュアルデザイン)|ロドニー・アラン・グリーンブラット|季里|堂阪一弘|岩見理恵|日野弥恵|田中辰徳|御船幸恵|光本武史|仙波千晶|入澤道|西原輝|Max Weintraub","松浦雅也|MC RYU|河越重義|鈴木禎久|山崎淳|渡辺良|須貝直人 Sound Production…大森政人|大西英人 Sound Assistant…渋谷裕介|松谷直樹 Dance…Haruki Horie|Junko Kusabuka",伊藤ガビン,松浦雅也,
1999-01-01,,-,,NAMCO,オーバキューン,ライジング,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,開運クイズ・幸福の旅人,MOSS,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,ギタージャム,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,クイック&クラッシュ,,0,0,,,,,椎名豪,,藪下達久,
1999-01-01,,-,,NAMCO,クエストフォーフェイム,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,クライシスゾーン,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,"新日本プロレスリング闘魂烈伝4 アーケードエディション",,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,SUPERワールドスタジアム1999,,0,0,,,,,,,,
1999-01-01,,-,FTG,NAMCO,鉄拳タッグトーナメント,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,バランストライ,,0,0,,,,,,,,
1999-01-01,,-,,NAMCO,500GP,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ミスタードリラー,,0,0,,,,,,,,
1996-01-01,,-,,NAMCO,ミリオンヒッツ,,0,0,,,,,,,瓜生健|前田直敬|吉田一浩|黒岩敏一|本橋武夫|藤井淳(CP),
2000-01-01,,-,,NAMCO,アクアラッシュ,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,カートデュエル,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,ガンバリィーナ,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,恋のパラパラ大作戦,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,ゴルゴ13,エイティング／ライジング,0,0,,,,竹内一義|杉野昭夫|内田裕,芳野藤丸,田子明弘,,
2000-01-01,,-,,NAMCO,"ゴルゴ13 奇跡の弾道",エイティング／ライジング,0,0,,,,竹内一義|杉野昭夫|内田裕,芳野藤丸,田子明弘,,
2000-01-01,,-,,NAMCO,SUPERワールドスタジアム2000,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,テクノヴェルク,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,トラック狂走曲,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,ニンジャアサルト,,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,ミスタードリラー2,,0,0,,,,,,,,
2000-01-01,,-,RCG,NAMCO,"リッジレーサーV アーケードバトル",,0,0,,,,,,,,
2000-01-01,,-,,NAMCO,ワールドキックス,,0,0,,,,HugoVazz,,,,
2001-01-01,,-,,NAMCO,ヴァンパイアナイト,"ワウ エンターテイメント",0,0,,,,,,,,
2001-01-01,,-,,NAMCO,GAHAHA・一発堂,メトロ,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,"ガンサバイバー2 バイオハザード CODE:Veronica",カプコン,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,"機動戦士ガンダム 連邦vs.ジオン",カプコン,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,"機動戦士ガンダム 連邦vs.ジオンDX",,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,"ことばのパズル もじぴったん",,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,"ゴルゴ13 銃声の鎮魂歌",,0,0,,,,竹内一義|杉野昭夫|内田裕,芳野藤丸,田子明弘,,
2001-01-01,,-,野球,NAMCO,スーパーワールドスタジアム2001,,0,0,,,,,,,,
2001-01-01,,-,リズムゲーム,NAMCO,太鼓の達人,,0,0,,,,,,,,
2001-01-01,,-,リズムゲーム,NAMCO,太鼓の達人2,,0,0,,,,,,,,
2001-01-01,,-,FTG,NAMCO,鉄拳4,,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,フォトバトール,,0,0,,,,,,,,
2001-01-01,,-,,NAMCO,ミスタードリラーグレート,,0,0,,,,,,,,
2001-01-01,,-,RCG,NAMCO,湾岸ミッドナイト,,0,0,,,,香川久|横井秀章,梅堀淳,岸間信明,,
2002-01-01,,-,,NAMCO,"宇宙大作戦チョコベーダー CONTACTEE",,0,0,,,,,,,,
2002-01-01,,-,リズムゲーム,NAMCO,太鼓の達人3,,0,0,,,,,,,,
2002-01-01,,-,リズムゲーム,NAMCO,太鼓の達人4,,0,0,,,,,,,,
2002-01-01,,-,,NAMCO,"つっこみ養成ギプス ナイス★ツッコミ",メトロ,0,0,,,,,,,,
2002-01-01,,-,,NAMCO,スタートリゴン,,0,0,,,,,,,,
2002-01-01,,-,FTG,NAMCO,ソウルキャリバーII,,0,0,,,,,,,,
2002-01-01,,-,野球,NAMCO,熱チュー!プロ野球2002,,0,0,,,,,,,,
2002-01-01,,-,,NAMCO,パニクルパネクル,,0,0,,,,,,,,
2002-01-01,,-,,NAMCO,魔斬,,0,0,,,,,,,,
2002-01-01,,-,RCG,NAMCO,湾岸ミッドナイトR,,0,0,,,,,,,,
2003-01-01,,-,,NAMCO,"機動戦士Ζガンダム エゥーゴvs.ティターンズ",カプコン,0,0,,,,,,,,
2003-01-01,,-,,NAMCO,青春クイズカラフルハイスクール,エイティング,0,0,,,,,,,,
2003-01-01,,-,リズムゲーム,NAMCO,太鼓の達人5,,0,0,,,,,,,,
2003-01-01,,-,,NAMCO,タイムクライシス3,,0,0,,,,,,,,
2003-01-01,,-,,NAMCO,ドラゴンクロニクル,,0,0,,,,,,,,
2004-01-01,,-,,NAMCO,"機動戦士Ζガンダム エゥーゴvs.ティターンズDX",カプコン,0,0,,,,,,,,
2004-01-01,,-,リズムゲーム,NAMCO,太鼓の達人6,,0,0,,,,,,,,
2004-01-01,,-,FTG,NAMCO,鉄拳5（●）,,0,0,,,,石井精一,,,,
2004-01-01,,-,,NAMCO,"ドラゴンクロニクルオンライン 〜天空大決戦〜（●）",,0,0,,,,,,,,
2004-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE",,0,0,,,,,,,,
2005-01-01,,-,,NAMCO,"THE IDOLM@STER（●）",,0,0,,,,,,,,
2005-01-01,,-,,NAMCO,カウンターストライクネオ（●）,,0,0,,,,,,,,
2005-01-01,,-,,NAMCO,"機動戦士ガンダムSEED 連合vs.Z.A.F.T.",カプコン、バンプレストレーベル,0,0,,,,,,,,
2005-01-01,,-,,NAMCO,"機動戦士ガンダム0079カードビルダー（●） - バンプレストレーベル",,0,0,,,,,,,安田直矢(U.C.),
2005-01-01,,-,,NAMCO,コブラ・ザ・アーケード,,0,0,,,,,,,,
2005-01-01,,-,,NAMCO,超ドラゴンボールZ,クラフト&マイスター,0,0,,,,,,,,
2005-01-01,,-,リズムゲーム,NAMCO,太鼓の達人7,,0,0,,,,,,,,
2005-01-01,,-,FTG,NAMCO,"鉄拳5 DARK RESURRECTION（●）",,0,0,,,,,,,,
2005-01-01,,-,RCG,NAMCO,"マリオカート アーケードグランプリ",,0,0,,,,,,,,
2005-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 2",,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,"機動戦士ガンダムSEED DESTINY 連合vs.Z.A.F.T.II",カプコン、バンプレストレーベル,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,"機動戦士ガンダム スピリッツオブジオン 〜修羅の双星〜 - バンプレストレーベル",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2006-01-01,,-,,NAMCO,"機動戦士ガンダム 戦場の絆 REV.1（●）- バンプレストレーベル",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2006-01-01,,-,,NAMCO,"キン肉マン マッスルグランプリ",アキ,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,"クイズ機動戦士ガンダム 問・戦士",クラフト&マイスター,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,"THE BATTLE OF 幽☆遊☆白書 〜死闘!暗黒武術会〜",ディンプス、バンプレストレーベル,0,0,,,,,,,,
2006-01-01,,-,FTG,NAMCO,"ソウルキャリバーIII ARCADE EDITION",,0,0,,,,,,,,
2006-01-01,,-,リズムゲーム,NAMCO,太鼓の達人8,,0,0,,,,,,,,
2006-01-01,,-,リズムゲーム,NAMCO,太鼓の達人9,,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,タイムクライシス4,,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,"ドルアーガオンライン THE STORY OF AON（●）",,0,0,,,,,,,,
2006-01-01,,-,,NAMCO,みんなで鍛える全脳トレーニング（●）,,0,0,,,,,,,,
2007-01-01,,-,,NAMCO,"機動戦士ガンダム スピリッツオブジオン 〜戦士の記憶〜 - バンプレストレーベル",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2007-01-01,,-,,NAMCO,"機動戦士ガンダム0083カードビルダー（●） - バンプレストレーベル",,0,0,,,,,,,安田直矢(U.C.),
2007-01-01,,-,,NAMCO,"機動戦士ガンダム0083カードビルダー 両雄激突（●） - バンプレストレーベル",,0,0,,,,,,,安田直矢(U.C.),
2007-01-01,,-,,NAMCO,"キン肉マン マッスルグランプリ2",アキ,0,0,,,,,,,,
2007-01-01,,-,リズムゲーム,NAMCO,太鼓の達人10,,0,0,,,,,,,,
2007-01-01,,-,FTG,NAMCO,鉄拳6（●）,,0,0,,,,石井精一,,,,
2007-01-01,,-,RCG,NAMCO,"マリオカート アーケードグランプリ2",,0,0,,,,,,,,
2007-01-01,,-,,NAMCO,ロックン・ボウロラマ,,0,0,,,,,,,,
2007-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 3",,0,0,,,,,,,,
2008-01-01,,-,,NAMCO,"機動戦士ガンダム ガンダムVS.ガンダム - バンプレストレーベル",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2008-01-01,,-,,NAMCO,"機動戦士ガンダム 戦場の絆 REV.2（●）",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2008-01-01,,-,リズムゲーム,NAMCO,太鼓の達人11,,0,0,,,,,,,,
2008-01-01,,-,リズムゲーム,NAMCO,太鼓の達人12,,0,0,,,,,,,,
2008-01-01,,-,FTG,NAMCO,"鉄拳6 BLOODLINE REBELLION（●）",,0,0,,,,,,,,
2008-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 3 DX",,0,0,,,,,,,,
2009-01-01,,-,,NAMCO,"機動戦士ガンダム ガンダムVS.ガンダム NEXT - バンプレストレーベル",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2009-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人12 ド～ン!と増量版",,0,0,,,,,,,,
2009-01-01,,-,リズムゲーム,NAMCO,太鼓の達人13,,0,0,,,,,,,,
2009-01-01,,-,,NAMCO,TANK!TANK!TANK!（●）,,0,0,,,,,,,,
2009-01-01,,-,,NAMCO,弐輪-NIRIN-,,0,0,,,,,,,,
2009-01-01,,-,,NAMCO,レイジングストーム,,0,0,,,,,,,,
2010-01-01,,-,,NAMCO,"機動戦士ガンダム エクストリームバーサス（●）",,0,0,,,,,,,,
2010-01-01,,-,,NAMCO,"ターミネーター サルベーション","RAW THRILLS",0,0,,,,,,,,
2010-01-01,,-,リズムゲーム,NAMCO,太鼓の達人14,,0,0,,,,,,,,
2010-01-01,,-,,NAMCO,デッドストームパイレーツ（●）,,0,0,,,,,,,,
2010-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 3 DX PLUS",,0,0,,,,,,,,
2011-01-01,,-,,NAMCO,"機動戦士ガンダム 戦場の絆 REV.3（●）",,0,0,,,,安彦良和|大河原邦男,渡辺岳夫|松山祐士,星山博之|松崎健一|荒木芳久|山本優|富野喜幸,,
2011-01-01,,-,リズムゲーム,NAMCO,太鼓の達人（●）,,0,0,,,,,,,,
2011-01-01,,-,FTG,NAMCO,鉄拳タッグトーナメント2（●）,,0,0,,,,,,,,
2011-01-01,,-,,NAMCO,"ドラゴンボール ZENKAIバトルロイヤル（●）",,0,0,,,,,,,,
2011-01-01,,-,,NAMCO,"パックマン バトルロイヤル",,0,0,,,,,,,,
2011-01-01,,-,,NAMCO,マキシマムヒート,,0,0,,,,,,,,
2011-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 4（●）",,0,0,,,,,,,,
2012-01-01,,-,,NAMCO,"機動戦士ガンダム エクストリームバーサス フルブースト（●）",,0,0,,,,,,,,
2012-01-01,,-,,NAMCO,"ダークエスケープ 3D",,0,0,,,,,,,,
2012-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 KATSU-DON（●）",,0,0,,,,,,,,
2012-01-01,,-,FTG,NAMCO,鉄拳タッグトーナメント2アンリミテッド（●）,,0,0,,,,,,,,
2012-01-01,,-,,NAMCO,"ドラゴンボール ZENKAIバトルロイヤル 超サイヤ人覚醒（●）",,0,0,,,,,,,,
2013-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 ソライロVer.（●）",,0,0,,,,,,,,
2013-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 モモイロVer.（●）",,0,0,,,,,,,,
2013-01-01,,-,,NAMCO,マッハストーム,,0,0,,,,,,,,
2013-01-01,,-,RCG,NAMCO,"マリオカート アーケードグランプリDX（●）",,0,0,,,,,,,,
2013-01-01,,-,,NAMCO,友情装着!ブットバースト,,0,0,,,,,,,,
2014-01-01,,-,,NAMCO,"機動戦士ガンダム エクストリームバーサス マキシブースト（●）",,0,0,,,,,,,,
2014-01-01,,-,,NAMCO,スーパーアルペンレーサー,,0,0,,,,,,,,
2014-01-01,,-,,NAMCO,"セーラーゾンビ AKB48 アーケード・エディション",ネクスエンタテインメント,0,0,,,,,,渡部亮平|犬童一心,祖父江里奈|西口典子,
2014-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 キミドリVer.（●）",,0,0,,,,,,,,
2014-01-01,,-,,NAMCO,"デッドストームパイレーツ Special Edition",,0,0,,,,,,,,
2014-01-01,,-,,NAMCO,ロストランドアドベンチャー（●）,,0,0,,,,,,,,
2014-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 5（●）",,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,"ジュラシック・パーク アーケード","RAW THRILLS",0,0,,,,,,"『Jurassic Park Adventures: Survivor』(2001年) 『Jurassic Park Adventures: Prey』(2001年) 『Jurassic Park Adventures: Flyers』(2002)",,
2015-01-01,,-,,NAMCO,シンクロニカ,,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,"スター・ウォーズ: バトルポッド",,0,0,,,,,ケヴィン・カイナー(英語版),ジョージ・ルーカス|『スター・ウォーズ』,ジョシュ・ライムス,
2015-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 ムラサキVer.（●）",,0,0,,,,,,,,
2015-01-01,,-,リズムゲーム,NAMCO,"太鼓の達人 ホワイトVer.（●）",,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,タイムクライシス5,,0,0,,,,,,,,
2015-01-01,,-,FTG,NAMCO,鉄拳7（●）,,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,"ドラゴンボール ゼンカイバトル（●）",,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,ポケモンメガゲット!,,0,0,,,,,,,,
2015-01-01,,-,,NAMCO,"ポッ拳 POKKÉN TOURNAMENT（●） - 共同制作：ポケモン",,0,0,,,,,,,,
2015-01-01,,-,RCG,NAMCO,"湾岸ミッドナイト MAXIMUM TUNE 5 DX",,0,0,,,,,,,,
2016-01-01,,-,,NAMCO,ガンバレットX,,0,0,,,,,,,,
2016-01-01,,-,,NAMCO,"機動戦士ガンダム エクストリームバーサス マキシブースト ON",,0,0,,,,,,,,
