発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1995-02-24,SFC,2M,TAB,ヘクト,将棋倶楽部,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-02-25,SFC,8M,ACT,インテック,おとぼけ忍者コロシアム,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-02-25,SFC,12M,RPG,徳間書店インターメディアカンパニー,永遠のフィレーナ,"￥9,800","￥10,000代",0,-,,,,小泉謙三,,首藤剛志,,
1995-03-01,SFC,8M,PUZ,ハドソン,スーパーボンバーマンぱにっくボンバーW,"￥8,900","￥9,000代",0,-,,豊嶋真人,落合雄一,藤原茂樹|水野祥司,竹間淳|小谷野謙一|崎元仁,,松永智史|堀尾孝文,
1995-03-03,SFC,16M,ACT,バリエ,アンダーカバーコップス,"￥9,800","￥10,000代",0,-,,,,,冷牟田卓志,,,
1995-03-03,SFC,10M,SHT,アスミック,スーパーエアダイバー2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-03,SFC,16M,SPT,ナムコ,スーパーファミスタ4,"￥9,500","￥9,500代",0,-,,,,石田太輔|岸本好弘(きっしい)|しましま〜〜〜,中川浩二|堀込高樹|ずん,,,
1995-03-04,SFC,24M,ACT,アトラス,ラストバイブルⅢ,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-03-04,SFC,12M,RAC,ツクダオリジナル,スーパーマッドチャンプ,"￥9,600","￥9,500代",0,-,,,,,,,,
1995-03-10,SFC,16M,ACT,パック・イン・ビデオ,マジカルポップン,"￥9,800","￥10,000代",0,-,,,谷広幸,谷広幸|中嶋秀敏|田尻一直|保屋野潤|赤井孝美,石橋一郎,,和田康宏|原昭太郎,
1995-03-11,SFC,32M,RPG,スクウェア,クロノ・トリガー,"￥11,400","￥11,500代",203,34,,北瀬佳範|時田貴司|松井聡彦,小久保啓三|樋口勝久,鳥山明|野村哲也|直良有祐|本根康之,光田康典|植松伸夫|松枝賀子,堀井雄二(監修)|加藤正人,坂口博信(EP)|青木和彦,
1995-03-17,SFC,12M,ACT,エポック社,スパイダーマンリーサルフォーズ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-17,SFC,16M,ACT,カプコン,キャプテンコマンドー,"￥9,800","￥10,000代",0,-,,,江川陽一|横山顕広|上野智弘|吉住延也,安田朗|大野純一|栗原明美|おうじよしあき|中村会里,泉谷雅樹,,,
1995-03-17,SFC,16M,ACT,データム・ポリスター,負けるな!魔剣道2決めろ!妖怪総理大臣,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-03-17,SFC,12M,ETC,バップ,スプリンター物語めざせ一攫千金,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-03-17,SFC,4M,PUZ,BPS,スーパーボンブリス,"￥7,500","￥7,500代",0,-,,,,,,,,
1995-03-17,SFC,4M,PUZ,ビック東海,おらがランド主催ベストファーマー収穫祭,"￥7,800","￥8,000代",0,-,,,,,,,,
1995-03-17,SFC,8M,RAC,バンプレスト,バトルレーサーズ,"￥9,800","￥10,000代",0,-,,山田俊彦|金谷明,田端紀行,熊倉賢一,林克洋,,下道隆,
1995-03-17,SFC,16M,RPG,エニックス,熱血大陸バーニングヒーローズ,"￥10,800","￥11,000代",0,-,,,渡辺紀之|菊地正彦|佃皇治|地場衛,佐野一直|横塚英一郎|田村純一|竹浪秀行,榎木淳|赤堀正直,田村純一,菊本裕智|斉藤陽介,
1995-03-17,SFC,12M,RPG,徳間書店インターメディアカンパニー,ラブクエスト,"￥9,800","￥10,000代",0,-,,なかむらふみお,おおかわひろき|かとうみえこ|みとおさむ|さわだたけし|なかがわひろゆき,弓月光|まがたたかゆき,みゃ～んすずき|もりかわこうじ,イワタカヅト,山森尚,
1995-03-17,SFC,24M,SLG,バンプレスト,第4次スーパーロボット大戦,"￥12,800","￥13,000代",38,31,,阪田雅彦,庄真宏,戸田篤樹,山根昇|藤本大輔,阪田雅彦,じっぱひとからげ,
1995-03-17,SFC,16M,SPT,ハドソン,Jリーグスーパーサッカー'95実況スタジアム,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-03-17,SFC,8M,TAB,ビクターエンタテインメント,スーパー雀豪,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-17,SFC,12M,TAB,メルダック,スーパーピンボール2ザ・アメージングオデッセイ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-18,SFC,24M,ETC,光栄,ウイニングポスト2,"￥12,800","￥13,000代",0,-,,,,,タケカワユキヒデ|新井智詞|山崎洋一|楠瀬誠志郎|小西貴雄,,シブサワ・コウ,
1995-03-21,SFC,16M,ETC,テクモ,TURFHERO,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-03-24,SFC,16M,ACT,カプコン,ロックマン7宿命の対決!,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-24,SFC,24M,ACT,ナムコ,幽☆遊☆白書FINAL魔界最強列伝,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-24,SFC,16M,ADV,バンダイ,ドラゴンボールZ超悟空伝突撃編,"￥10,800","￥11,000代",0,-,,島田晋作,干焼蝦仁|蓮蓉寿桃,竹花欣也|清水厚二|うりぼう|玉井裕和|荒井翔子|柴田正伸|そば|MIP,山本健司,,鈴木敏弘,
1995-03-24,SFC,8M,ETC,テイチク,スーパー馬券王'95,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-03-24,SFC,16M,SLG,パック・イン・ビデオ,ジ・アトラス,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-03-24,SFC,8M,TAB,イマジニア,高速思考将棋皇,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-03-24,SFC,16M,TAB,サンソフト,必殺パチンココレクション2,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-03-25,SFC,24M,ETC,光栄,エミットvol.1時の迷子,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-03-25,SFC,24M,ETC,光栄,エミットvol.2命がけの旅,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-03-25,SFC,24M,ETC,光栄,エミットvol.3私にさよならを,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-03-30,SFC,8M,SLG,光栄,復刻版スーパー三國志Ⅱ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-30,SFC,16M,TAB,日本テレネット,京楽・三洋・豊丸Parlor!パーラー!(パーラーパーラー),"￥11,800","￥12,000代",0,-,,,,,,,,
1995-03-31,SFC,16M,ACT,カプコン,ミッキーマニア,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-03-31,SFC,12M,ACT,サンソフト,であえ殿様あっぱれ一番,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-31,SFC,12M,ACT,トミー,エスパークス異次空からの来訪者,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-03-31,SFC,8M,ETC,アスキー,RPGツクールSUPERDANTE,"￥9,800","￥10,000代",0,31,,,,,,,,
1995-03-31,SFC,4M,ETC,バリエ,最高速思考将棋・麻雀,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-31,SFC,16M,RPG,アトラス,旧約・女神転生,"￥10,800","￥11,000代",0,-,,,,,MACCO(サウンドコンポジション)|YMOH.S(サウンドコンポーザー),,,
1995-03-31,SFC,12M,SPT,TNN,史上最強リーグセリエAAceStriker,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-03-31,SFC,12M,SPT,ヒューマン,スーパーフォーメーションサッカー'95dellaセリエA,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-03-31,SFC,8M,TAB,イマジニア,近代麻雀スペシャル,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-03-31,SFC,12M,TAB,トミー,ザ・モノポリーゲーム2,"￥11,500","￥11,500代",0,30,,,,,,,,
1995-03-31,SFC,8M,TAB,トミー,羽生名人のおもしろ将棋,"￥12,000","￥12,000代",0,-,,,,,,,,
1995-04-01,SFC,20M,RPG,タイトー,レディーストーカー過去からの挑戦,"￥9,980","￥10,000代",0,-,,西垣伸也,内藤寬,玉木美孝|吉田英博|平下陽二郎,菅井えり,西垣伸也|田川佳紀,,
1995-04-07,SFC,24M,SPT,日本コンピュータシステム,全日本プロレス23・4武闘館,"￥10,080","￥10,000代",0,-,,進藤恭佐,菱川裕,石塚輝,水谷郁|岩月博之|大橋春男|山下絹代,,石塚輝,
1995-04-10,SFC,12M,SPT,リコー,Getinthehole(レーザーバーディー付属カセット),"￥46,800","￥47,000代",0,-,,,,,,,,
1995-04-14,SFC,8M,ETC,ココナッツジャパンエンターテイメント,RESARCANAディアーナ・レイ占いの迷宮,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-04-14,SFC,8M,PUZ,日本物産,ぱずるんでス!,"￥8,980","￥9,000代",0,-,,,,,,,,
1995-04-21,SFC,24M,ACT,エンジェル,なつきクライシスバトル,"￥10,800","￥11,000代",0,-,,,,藤川太|島村秀一,,鶴田洋久,,
1995-04-21,SFC,16M,RPG,エニックス,魔法陣グルグル,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-04-21,SFC,16M,RPG,やのまん,アレサ外伝リジョイスアレサ王国の彼方,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-04-21,SFC,12M,RPG,ユタカ,真・聖刻ラ・ワース,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-21,SFC,8M,SLG,バンダイ,ママレード・ボーイ,"￥9,800","￥10,000代",0,-,,矢部秋則,,馬越嘉彦,奥慶一,,,
1995-04-21,SFC,12M,SLG,ベック,新SD戦国伝大将軍列伝,"￥9,800","￥10,000代",0,-,,とどろきよしふみ,石神宏紀|おおのかつお|鈴木敏弘|あべかくま|カイザー,山田大夏|横井孝二|今石進,平沢道也|佐々木筑柴,平松昭彦|ますだけんいち,飯田和憲,
1995-04-21,SFC,12M,SPT,EAV,タクティカルサッカー,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-21,SFC,12M,TAB,セタ,スーパーリアル麻雀PVパラダイスオールスター4人打ち,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-21,SFC,8M,TAB,POW,宮路社長のパチンコファン勝利宣言2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-21,SFC,4M,TAB,ボトムアップ,スーパートランプコレクション,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-04-28,SFC,16M,ACT,アクレイムジャパン,トゥルーライズ,"￥10,900","￥11,000代",0,-,,,,,ブラッド・フィーデル,クロード・ジディ|シモン・ミシェル|ディディエ・カミンカ,,
1995-04-28,SFC,12M,ACT,ハドソン,スーパーボンバーマン3,"￥8,900","￥9,000代",0,-,,藤原茂樹,青山光(青山公士)|三上哲|増田竜一,渡辺達光|水野祥司|吉見直人,竹間淳|星恵太,,,
1995-04-28,SFC,16M,ACT,ケムコ,ストーンプロテクターズ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-28,SFC,8M,ACT,メディアリング,3次元格闘ボールズ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-28,SFC,8M,ETC,ヴィジット,タロットミステリー,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-28,SFC,8M,RAC,ケムコ,プラネットチャンプTG3000,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-04-28,SFC,12M,SPT,エポック社,Jリーグエキサイトステージ'95,"￥9,800","￥10,000代",0,34,,,,,,,,
1995-04-28,SFC,12M,SPT,パック・イン・ビデオ,川のぬし釣り2,"￥10,800","￥11,000代",0,31,,,,,林克洋|菅井健司,,,
1995-04-28,SFC,16M,SPT,ヘクト,シミュレーションプロ野球,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-04-28,SFC,8M,TAB,アスキー,牌勢麻雀凌駕,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-04-28,SFC,4M,TAB,ギャップス,初段位認定初段プロ麻雀,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-04-28,SFC,4M,TAB,バンプレスト,スーパーパチンコ大戦,"￥6,900","￥7,000代",0,-,,,,,,,,
1995-05-19,SFC,16M,ACT,三井不動産、電通,スヌーピーコンサート,"￥9,800","￥10,000代",0,-,,清水一伸,鈴木彦孝|住知之|かわしまこういち,高橋英子|清水一伸|小山隆,田中宏和|濱野美奈子,,たかみひろお,
1995-05-19,SFC,24M,ACT,ライトスタッフ,バトルタイクーン,"￥10,980","￥11,000代",0,-,,,佐野敬之,チキンヘッド|赤石龍彌,澤下禎,山本剛,,
1995-05-19,SFC,12M,ETC,アイマックス,スーパー競馬2,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-05-19,SFC,8M,SLG,EAV,シンジケート,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-05-26,SFC,16M,ACT,アクレイムジャパン,ウォーロック,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-05-26,SFC,16M,ACT,アクレイムジャパン,スターゲイト,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-05-26,SFC,4M,ACT,DEN'Z,スパークワールド,"￥8,500","￥8,500代",0,-,,,,,,,,
1995-05-26,SFC,8M,ACT,ビクターエンタテインメント,グール・パトロール,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-05-26,SFC,8M,ETC,カルチャーブレーン,コンピュータ脳力解析ウルトラ馬券,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-05-26,SFC,4M,ETC,日本物産,ニチブツアーケードクラシックス,"￥5,980","￥6,000代",0,-,,,,,,,,
1995-05-26,SFC,8M,PUZ,バンプレスト,す～ぱ～なぞぷよルルーのルー,"￥9,200","￥9,000代",0,-,,,,,,,,
1995-05-26,SFC,16M,SLG,イマジニア,シムシティ2000,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-05-26,SFC,4M,TAB,セタ,早指し二段森田将棋2,"￥14,900","￥15,000代",0,-,,,,,,,,
1995-05-26,SFC,4M,TAB,バップ,パチンコ連チャン天国スーパーCRスペシャル,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-06-02,SFC,8M,TAB,J・ウイング,真髄対局囲碁碁仙人,"￥15,500","￥15,500代",0,-,,,,,,,,
1995-06-09,SFC,8M,ACT,角川書店,妖怪バスタールカの大冒険,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-06-09,SFC,16M,RPG,ハドソン,エルファリアⅡ,"￥9,980","￥10,000代",0,-,,小崎整|桶谷正剛,桶谷正剛|さとうまさと,松下進,タケカワユキヒデ,あだちひろし|刈部雅章,和気正則|小林雅樹,
1995-06-10,SFC,12M,TAB,DEN'Z,本家・SANKYOFEVER実機シミュレーション,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-06-16,SFC,16M,ADV,アテナ,夜光虫,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-06-23,SFC,2M,ACT,イマジニア,Mr.Do!(ミスタードゥ),"￥5,980","￥6,000代",0,-,,,,上田和敏,,,,
1995-06-23,SFC,8M,ACT,ケムコ,Pマン,"￥9,200","￥9,000代",0,-,,,,,,,,
1995-06-23,SFC,24M,ACT,タカラ,アースワーム・ジム,"￥9,800","￥10,000代",0,30,,,,,,,,
1995-06-23,SFC,16M,ACT,ビクターエンタテインメント,スーパー・スター・ウォーズジェダイの復讐,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-06-23,SFC,12M,ETC,イマジニア,実戦競艇,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-06-23,SFC,20M,RPG,バンダイ,ルインアーム,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-06-23,SFC,16M,RPG,ビック東海,プリンセス・ミネルバ,"￥9,900","￥10,000代",0,-,,池本浩司,福田淳|横山欣也,石田走|松本文夫|井上博明,岩谷弘明,舞阪洸,鈴木理香,
1995-06-23,SFC,8M,TAB,ケイエスエス,西陣パチンコ物語,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-06-23,SFC,4M,TAB,パック・イン・ビデオ,トランプアイランド,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-06-30,SFC,10M,ETC,日本物産,スーパー競艇,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-06-30,SFC,16M,RAC,ヴァージンインタラクティブ,CircuitUSA(サーキットUSA),"￥9,800","￥10,000代",0,-,,,,,,,,
1995-06-30,SFC,8M,RPG,バンダイ,とっても!ラッキーマンラッキークッキールーレットで突撃～!!,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-06-30,SFC,16M,RPG,バンプレスト,グランヒストリア幻史世界記,"￥11,400","￥11,500代",0,-,,,,福地仁,武内基朗,會川昇|南原順,場崎順一|田中憲一|なかむらともあき,
1995-06-30,SFC,10M,SLG,光栄,復刻版提督の決断,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-06-30,SFC,12M,SLG,サミー,ガメラギャオス撃滅作戦,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-06-30,SFC,16M,SLG,徳間書店インターメディアカンパニー,リトルマスター～虹色の魔石～,"￥9,900","￥10,000代",0,-,,川野忠仁,武田寧,川野忠仁|山本浩史|関本努|後藤滋,やまだゆうじ,川野忠仁,川野忠仁|中村文雄|真形隆之,
1995-06-30,SFC,16M,SLG,日本コンピュータシステム,デアラングリッサー,"￥10,800","￥11,000代",0,31,,,,,,,,
1995-06-30,SFC,16M,SPT,アクレイムジャパン,大物ブラックバスフィッシング人造湖編,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-06-30,SFC,24M,SPT,バリエ,新日本プロレスリング公認'95闘強導夢BATTLE7,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-06-30,SFC,24M,SPT,ヒューマン,スーパーファイヤープロレスリングクイーンズスペシャル,"￥11,400","￥11,500代",0,-,,高橋大輔,小林伸隆,高橋大輔|田村季章,奥村弥生,,,
1995-06-30,SFC,8M,TAB,アテナ,プロ麻雀極Ⅲ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-07,SFC,8M,ETC,バップ,真・一攫千金,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-07,SFC,10M,RAC,日本物産,スーパーF1サーカス外伝,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-07-07,SFC,12M,RPG,アウトリガー工房,史記英雄伝,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-07-07,SFC,4M,SHT,ハドソン,キャラバンシューティングコレクション,"￥6,800","￥7,000代",0,-,,,,,,,,
1995-07-07,SFC,16M,SLG,BPS,できたてハイスクール,"￥9,990","￥10,000代",0,-,,,,,なし,,,
1995-07-07,SFC,8M,TAB,カロッツェリアジャパン,パチンコチャレンジャー,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-07,SFC,8M,TAB,サミー,実戦パチスロ必勝法クラシック,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-07-14,SFC,16M,ACT,ポニーキャニオン,ピットフォールマヤの大冒険,"￥9,800","￥10,000代",0,-,,,,,ナオト・インティライミ(作詞・作曲),,,
1995-07-14,SFC,12M,ETC,アイマックス,スーパー競輪,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-14,SFC,8M,ETC,日本物産,攻略カジノバー,"￥7,800","￥8,000代",0,-,,,,,,,,
1995-07-14,SFC,24M,RAC,アトラス,KAT'SRUN全日本Kカー選手権,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-07-14,SFC,32M,RPG,エニックス,ミスティックアーク,"￥11,800","￥12,000代",0,-,,,すみたたけお,今田真二|鈴木俊之|平井隆之|わたなべおさむ|山田章博|米田仁士,森彰彦,,菊本裕智|斉藤陽介,
1995-07-14,SFC,16M,RPG,ビック東海,ラプラスの魔,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-07-14,SFC,16M,SPT,魔法,甲子園4,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-14,SFC,4M,TAB,POW,4人将棋,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-21,SFC,16M,ACT,コナミ,悪魔城ドラキュラXX,"￥9,800","￥10,000代",0,-,,山下和之,,山田章博,木村雅彦|上高治己|冨田朋也|岩田昌成,,樹下國昭,
1995-07-21,SFC,24M,ACT,テイジイエル(TGL),スーパーヴァリアブル・ジオ,"￥9,980","￥10,000代",0,-,,,,木村貴宏|雨宮まこと,山本はるきち,服部理子,,
1995-07-21,SFC,12M,ACT,バンプレスト,GOGOACKMAN2,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-07-21,SFC,24M,ETC,NGP,武豊G1メモリー,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-07-21,SFC,8M,PUZ,東宝、小学館プロダクション,らんま1／2奥義邪暗拳,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-07-21,SFC,16M,RPG,テクノスジャパン,ダンクエスト魔神封印の伝説,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-07-21,SFC,12M,TAB,アスク講談社,ビッグ一撃パチスロ大攻略2ユニバーサル・コレクション,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-07-21,SFC,8M,TAB,魔法,将棋最強,"￥14,800","￥15,000代",0,-,,,,,,,,
1995-07-28,SFC,12M,ACT,カルチャーブレーン,忍たま乱太郎,"￥9,800","￥10,000代",0,-,,,,"藤森雅也(第1期 - 第21期)|新山恵美子(第22期 - )[注 1]",馬飼野康二,尼子騒兵衛,,
1995-07-28,SFC,12M,ACT,ハドソン,超原人2,"￥8,900","￥9,000代",0,-,,吉川昇一,白谷守,吉川昇一|松澤運生|青木コブ太,中村暢之,,宮本徳人,
1995-07-28,SFC,16M,ACT,ビクターエンタテインメント,インディ・ジョーンズ,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-07-28,SFC,4M,PUZ,サンソフト,ポポイっとへべれけ,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-07-28,SFC,12M,RPG,ポニーキャニオン,ウルティマ恐竜帝国,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-28,SFC,16M,RPG,メディアワークス,エメラルドドラゴン,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-28,SFC,12M,SLG,イマジニア,就職ゲーム,"￥11,800","￥12,000代",0,-,,松田隆,鈴木陽一,藤岡勝利,佐藤天平,高山克彦,飯田祥一,
1995-07-28,SFC,16M,SLG,ユーメディア,キャリアエース,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-07-28,SFC,12M,SPT,アルトロン,バスマスターズクラシック,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-07-28,SFC,12M,SPT,ユタカ,ウルトラリーグ燃えろ!サッカー大決戦!!,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-07-28,SFC,4M,TAB,日本物産,麻雀繁盛記,"￥6,800","￥7,000代",0,-,,,,,,,,
1995-08-04,SFC,16M,ACT,ハドソン,鬼神童子ZENKI烈闘雷伝,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-04,SFC,24M,ADV,バンプレスト,学校であった怖い話,"￥11,800","￥12,000代",0,-,,飯島健男,伊藤真也,飯島健男|岡山憲一|喜久川馨|中島まゆみ|矢野史子,渡部陽子,飯島健男,飯島健男,
1995-08-04,SFC,24M,RPG,BPS,超魔法大陸WOZZ(ウォズ),"￥10,800","￥11,000代",0,-,,,,,,,,
1995-08-04,SFC,8M,SPT,ヴァージンインタラクティブ,稲妻サーブだ!スーパービーチバレー,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-04,SFC,16M,SPT,ナムコ,Jリーグサッカープライムゴール3,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-05,SFC,16M,ACT,任天堂,スーパーマリオヨッシーアイランド,"￥9,800","￥10,000代",177,33,,手塚卓志|中郷俊彦|日野重文|紺野秀樹,,日野重文|野上恒|飯村正宏|黒梅知明,近藤浩治,,宮本茂,
1995-08-10,SFC,24M,SPT,ハドソン,スーパーパワーリーグ3,"￥9,980","￥10,000代",0,-,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1995-08-11,SFC,12M,ACT,エポック社,ドナルドダックの魔法のぼうし,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-11,SFC,8M,ACT,ケムコ,ブラックソーン復讐の黒き棘,"￥9,400","￥9,500代",0,-,,,フランク・ピアス・ジュニア|パトリック・ワイヤット(英語版),ロナルド・ミラー・シニア|ロマン・ケニー|スチュアート・ローズ|ジェーソン・マグネス|ロナルド・ミラー・シニア|サムワイズ・ディディエ,グレン・スタッフォード,ミッキー・ネイルソン|ロナルド・ミラー・シニア|フランク・ピアス・ジュニア,ロナルド・ミラー・シニア|マシュー・フィンドリー,
1995-08-11,SFC,12M,ACT,テクモ,忍者龍剣伝巴,"￥7,980","￥8,000代",0,-,,吉沢秀雄,,加藤正人|河内厚典|他,山岸継司|新田竜一|HAKASE,吉沢秀雄,,
1995-08-11,SFC,12M,PUZ,バンプレスト,すーぱーぐっすんおよよ,"￥9,980","￥10,000代",0,-,,,,,冷牟田卓志,,,
1995-08-11,SFC,24M,RPG,光栄,ブランディッシュ2,"￥10,800","￥11,000代",0,30,,,,,,,,
1995-08-11,SFC,12M,SLG,カプコン,天地を喰らう三国志群雄伝,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-08-11,SFC,8M,SPT,ココナッツジャパンエンターテイメント,ファイティングベースボール,"￥9,400","￥9,500代",0,-,,,,,,,,
1995-08-11,SFC,4M,TAB,ケイエスエス,武宮正樹九段の囲碁大将,"￥14,800","￥15,000代",0,-,,,,,,,,
1995-08-11,SFC,16M,TAB,サンソフト,ゲームの達人,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-08-25,SFC,12M,ACT,ケイエスエス,魔獣王,"￥10,800","￥11,000代",0,-,,古橋秀幸,荘埜毅明|杉本尚志,福島了|古橋秀幸|河野満|青木千恵,遠藤智博|飯塚博,,加藤功,
1995-08-25,SFC,8M,ACT,ユーメディア,ころんらんど,"￥6,800","￥7,000代",0,-,,,,,,,,
1995-08-25,SFC,8M,ETC,ヴィジット,ザ・心理ゲーム3,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-25,SFC,16M,RAC,ヒューマン,ヒューマングランプリ4F1ドリームバトル,"￥11,400","￥11,500代",0,-,,,,,,,,
1995-08-25,SFC,12M,SPT,サミー,実戦!バスフィッシング必勝法INUSA,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-08-25,SFC,16M,SPT,トンキンハウス,松方弘樹のスーパートローリング,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-08-25,SFC,16M,TAB,日本テレネット,京楽・三洋・豊丸・大一・マルホンParlor!パーラー!2(パーラーパーラー2),"￥11,800","￥12,000代",0,-,,,,,,,,
1995-09-01,SFC,24M,SLG,バンプレスト,バトルロボット烈伝,"￥12,800","￥13,000代",0,-,,,長田剛,松本剛|石垣純哉|逢坂浩司,芦沢英志|紫ナコ|三垣敦史,松本剛,石川肇,
1995-09-01,SFC,12M,TAB,アスキー,柿木将棋,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-08,SFC,24M,SLG,パイオニアLDC,バウンティ・ソード,"￥11,400","￥11,500代",0,-,,,,,,,,
1995-09-08,SFC,10M,TAB,タカラ,スーパー人生ゲーム2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-14,SFC,24M,ADV,ヒューマン,クロックタワー,"￥11,400","￥11,500代",0,31,,河野一二三,薗田直樹|AKABO|藤井伸宏,飯島章嘉|貴山由妃,新倉浩司,,市崎裕康,
1995-09-14,SFC,8M,PUZ,任天堂,マリオのスーパーピクロス,"￥7,900","￥8,000代",0,31,,石原恒和,寺本憲明|緒方旗生,目黒徳親|石原恒和|黒岩誠司,上野利幸,,川口孝司|中山誠,
