☔降水量の合計(mm),🌡️平均気温(℃),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,⚪未使用1,⚪未使用2,☔降水量の合計(mm):Base,❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
1997-08,27.0,3.2,↙️南西,東京都,東京,,0,144.0,0,73,7.0,25.8,1006.2,176.1,0,2,0
1997-09,22.9,3.5,↖️北北西,東京都,東京,,0,204.0,0,75,8.6,21.1,1008.4,91.7,0,3,0
1997-10,18.7,2.9,↖️北北西,東京都,東京,,0,19.0,0,60,5.1,13.1,1010.6,192.6,0,0,0
1997-11,14.3,3.3,↖️北北西,東京都,東京,,0,91.0,0,63,6.2,10.4,1015.6,140.8,0,1,0
1997-12,9.2,3.1,↖️北北西,東京都,東京,,0,40.5,0,56,5.1,6.7,1015.3,153.1,1,0,1
1998-01,5.3,3.1,↖️北北西,東京都,東京,,0,122.0,32,59,4.9,5.2,1012.4,162.5,4,1,0
1998-02,7.0,3.5,↖️北北西,東京都,東京,,0,110.5,0,60,6.1,6.1,1014.0,150.4,2,1,1
1998-03,10.1,3.8,↖️北北西,東京都,東京,,0,108.0,6,57,5.9,7.2,1011.6,191.5,4,1,0
1998-04,16.3,3.3,↙️南西,東京都,東京,,0,188.0,0,76,8.3,14.4,1012.7,108.8,0,0,0
1998-05,20.5,3.4,↙️南西,東京都,東京,,0,140.5,0,71,8.2,17.1,1010.8,132.5,0,0,0
1998-06,21.5,3.1,➡️東北東,東京都,東京,,0,150.5,0,76,9.2,19.6,1006.6,73.1,0,0,0
1998-07,25.3,3.0,⬇️南,東京都,東京,,0,156.5,0,76,8.7,24.8,1004.2,113.6,0,4,0
1998-08,27.2,2.8,↙️南西,東京都,東京,,0,143.5,0,78,8.9,27.9,1004.6,91.7,0,4,0
1998-09,24.4,3.5,⬆️北,東京都,東京,,0,229.0,0,77,7.9,23.5,1008.7,83.8,0,1,0
1998-10,20.1,3.2,↖️北北西,東京都,東京,,0,142.5,0,71,7.6,16.9,1012.4,117.2,0,1,1
1998-11,13.9,3.0,↖️北北西,東京都,東京,,0,7.5,0,55,5.5,8.8,1011.7,157.9,0,0,0
1998-12,9.0,3.1,↖️北北西,東京都,東京,,0,48.0,0,57,5.1,6.5,1014.7,152.4,1,0,0
1999-01,6.6,3.1,↖️北北西,東京都,東京,,0,19.5,0,44,3.1,4.3,1009.4,217.0,0,0,0
1999-02,6.7,3.4,↖️北北西,東京都,東京,,0,35.5,1,44,4.1,4.3,1010.6,200.9,4,0,0
1999-03,10.1,3.5,↖️北北西,東京都,東京,,0,144.5,0,62,7.4,8.0,1011.4,119.0,0,0,0
1999-04,15.0,3.7,↖️北北西,東京都,東京,,0,205.0,0,66,7.3,11.5,1009.0,146.3,0,0,3
1999-05,19.9,3.2,↙️南西,東京都,東京,,0,103.5,0,64,7.1,14.6,1007.1,184.0,0,0,0
1999-06,22.8,3.2,↙️南西,東京都,東京,,0,192.5,0,73,8.5,20.0,1005.5,135.8,0,0,0
1999-07,25.9,3.7,↙️南西,東京都,東京,,0,342.0,0,76,7.9,25.5,1004.8,169.0,0,2,0
1999-08,28.5,3.4,↙️南西,東京都,東京,,0,301.0,0,74,6.9,28.7,1006.2,204.0,0,4,0
1999-09,26.2,3.3,↙️南西,東京都,東京,,0,91.0,0,71,7.7,23.9,1009.0,130.3,0,0,0
1999-10,19.5,3.3,↖️北北西,東京都,東京,,0,87.5,0,62,6.5,14.3,1013.0,158.4,0,1,0
1999-11,14.2,2.9,↖️北北西,東京都,東京,,0,93.0,0,60,5.5,9.8,1012.8,157.1,0,0,2
1999-12,9.0,2.8,↖️北北西,東京都,東京,,0,7.0,0,47,3.6,5.4,1013.2,186.3,0,0,0
2000-01,7.6,3.2,↖️北北西,東京都,東京,,0,66.5,0,51,6.0,5.5,1014.1,153.8,3,0,0
2000-02,6.0,3.7,↖️北北西,東京都,東京,,0,4.0,0,38,4.2,3.6,1008.1,207.7,4,1,0
2000-03,9.4,3.7,↖️北北西,東京都,東京,,0,85.5,0,44,4.7,5.3,1008.3,207.9,0,0,0
2000-04,14.5,3.6,↖️北北西,東京都,東京,,0,151.5,0,55,6.7,9.0,1006.9,174.9,0,3,0
2000-05,19.8,3.1,⬇️南,東京都,東京,,0,109.0,0,68,7.4,15.6,1007.3,184.0,0,2,0
2000-06,22.5,3.1,↙️南西,東京都,東京,,0,232.0,0,74,8.0,20.1,1004.8,129.8,0,0,1
2000-07,27.7,3.3,↙️南西,東京都,東京,,0,373.5,0,70,6.5,25.6,1003.6,210.2,0,5,0
2000-08,28.3,2.7,↙️南西,東京都,東京,,0,162.0,0,69,6.8,26.5,1007.1,185.7,0,4,0
2000-09,25.6,3.0,↖️北北西,東京都,東京,,0,164.0,0,69,7.2,22.6,1007.5,128.9,0,5,0
2000-10,18.8,2.9,↖️北北西,東京都,東京,,0,142.5,0,67,8.2,14.5,1013.1,97.7,0,1,0
2000-11,13.3,3.3,↖️北北西,東京都,東京,,0,106.0,0,63,7.4,9.8,1015.8,109.7,0,1,0
2000-12,8.8,3.1,↖️北北西,東京都,東京,,0,6.5,0,46,4.2,5.2,1012.9,172.2,0,0,0
2001-01,4.9,3.6,↖️北北西,東京都,東京,,0,126.5,12,47,4.4,4.0,1010.2,178.8,4,1,0
2001-02,6.6,3.3,↖️北北西,東京都,東京,,0,23.0,0,48,5.7,4.7,1012.9,153.0,4,0,0
2001-03,9.8,3.6,↖️北北西,東京都,東京,,0,107.5,0,51,5.7,6.3,1006.0,180.1,5,0,0
2001-04,15.7,3.6,↙️南西,東京都,東京,,0,40.5,0,56,5.5,10.1,1010.5,219.5,0,0,0
2001-05,19.5,3.2,↙️南西,東京都,東京,,0,170.5,0,69,7.8,15.6,1007.0,160.6,0,4,0
2001-06,23.1,2.8,↙️南西,東京都,東京,,0,144.5,0,70,9.0,19.7,1003.6,107.8,0,2,0
2001-07,28.5,3.2,↙️南西,東京都,東京,,0,41.5,0,63,5.9,24.6,1004.6,259.2,0,4,0
2001-08,26.4,2.9,➡️東北東,東京都,東京,,0,136.5,0,71,8.6,24.2,1005.7,94.0,0,0,0
2001-09,23.2,3.2,➡️東北東,東京都,東京,,0,204.0,0,68,7.4,19.8,1008.8,109.4,0,0,0
2001-10,18.7,3.2,↖️北北西,東京都,東京,,0,343.0,0,62,6.0,13.3,1013.1,154.6,0,1,0
2001-11,13.1,2.8,↖️北北西,東京都,東京,,0,123.5,0,55,4.9,8.3,1012.2,169.6,0,0,0
2001-12,8.4,3.1,↖️北北西,東京都,東京,,0,30.0,0,46,3.9,5.0,1013.9,189.9,1,0,0
2002-01,7.4,3.2,↖️北北西,東京都,東京,,0,98.5,0,46,3.9,4.8,1008.1,201.9,2,1,0
2002-02,7.9,3.1,↖️北北西,東京都,東京,,0,25.0,0,48,5.6,5.2,1013.1,163.5,2,0,0
2002-03,12.2,3.5,↖️北北西,東京都,東京,,0,82.0,0,49,5.5,7.0,1009.1,191.3,0,2,0
2002-04,16.1,3.7,➡️東北東,東京都,東京,,0,58.0,0,57,7.4,10.6,1011.6,164.2,0,0,0
2002-05,18.4,3.1,↙️南西,東京都,東京,,0,112.5,0,64,8.2,13.4,1008.2,153.0,0,2,0
2002-06,21.6,3.0,↙️南西,東京都,東京,,0,151.5,0,69,8.4,17.4,1004.7,123.3,0,2,0
2002-07,28.0,3.2,↙️南西,東京都,東京,,0,124.0,0,70,7.7,26.0,1003.7,189.5,0,0,0
2002-08,28.0,3.4,↙️南西,東京都,東京,,0,120.0,0,66,6.1,24.8,1005.3,231.0,0,4,0
2002-09,23.1,2.9,⬆️北,東京都,東京,,0,207.0,0,69,7.7,19.5,1009.9,117.3,0,4,0
2002-10,19.0,3.1,↖️北北西,東京都,東京,,0,194.0,0,62,5.4,13.9,1010.5,183.4,0,2,0
2002-11,11.6,3.1,↖️北北西,東京都,東京,,0,27.5,0,50,5.7,6.9,1010.5,140.9,0,0,0
2002-12,7.2,3.0,↖️北北西,東京都,東京,,0,94.5,3,57,5.9,5.9,1014.7,130.7,1,0,0
2003-01,5.5,3.2,↖️北北西,東京都,東京,,0,101.0,0,46,4.0,4.1,1010.3,208.0,5,0,0
2003-02,6.4,3.3,↖️北北西,東京都,東京,,0,53.5,0,52,5.8,5.0,1013.1,154.0,4,0,0
2003-03,8.7,3.6,↖️北北西,東京都,東京,,0,159.5,0,49,5.4,5.6,1011.8,203.8,0,0,0
2003-04,15.1,3.7,↙️南西,東京都,東京,,0,121.0,0,61,7.4,10.6,1010.3,162.6,0,0,0
2003-05,18.8,2.9,➡️東北東,東京都,東京,,0,172.5,0,65,8.0,14.2,1011.8,145.6,0,1,0
2003-06,23.2,2.8,↙️南西,東京都,東京,,0,85.0,0,69,8.8,19.6,1004.4,103.6,0,0,0
2003-07,22.8,2.8,➡️東北東,東京都,東京,,0,187.5,0,75,9.7,20.8,1005.6,48.2,0,0,0
2003-08,26.0,3.0,↙️南西,東京都,東京,,0,370.0,0,73,8.3,24.3,1006.3,130.3,0,2,0
2003-09,24.2,3.3,⬆️北,東京都,東京,,0,150.0,0,66,7.3,20.0,1009.2,160.2,0,1,1
2003-10,17.8,3.1,↖️北北西,東京都,東京,,0,171.5,0,59,7.2,12.1,1012.1,137.6,0,2,0
2003-11,14.4,3.0,⬆️北,東京都,東京,,0,229.5,0,67,7.5,11.3,1016.4,87.9,0,0,2
2003-12,9.2,3.0,↖️北北西,東京都,東京,,0,53.0,0,50,4.0,5.8,1010.1,181.4,1,0,0
2004-01,6.3,3.4,↖️北北西,東京都,東京,,0,3.5,0,43,4.1,4.1,1011.0,203.6,4,0,0
2004-02,8.5,3.5,↖️北北西,東京都,東京,,0,20.0,0,45,4.0,5.2,1009.9,218.3,0,0,0
2004-03,9.8,4.1,↙️南西,東京都,東京,,0,129.5,0,53,6.4,6.6,1012.6,170.9,2,0,0
2004-04,16.4,4.0,↙️南西,東京都,東京,,0,69.5,0,51,5.4,9.5,1007.0,235.4,0,1,0
2004-05,19.6,3.8,➡️東北東,東京都,東京,,0,149.0,0,67,8.3,15.4,1008.0,139.9,0,0,0
2004-06,23.7,3.6,↙️南西,東京都,東京,,0,112.5,0,66,7.5,19.4,1006.9,170.6,0,2,0
2004-07,28.5,3.4,↙️南西,東京都,東京,,0,23.5,0,62,6.3,23.7,1004.7,232.2,0,3,0
2004-08,27.2,3.8,↙️南西,東京都,東京,,0,79.5,0,65,8.0,23.2,1006.5,177.8,0,1,0
2004-09,25.1,4.1,↙️南西,東京都,東京,,0,195.0,0,68,7.4,21.5,1011.7,140.0,0,3,0
2004-10,17.5,3.6,⬆️北,東京都,東京,,0,780.0,0,69,7.1,13.9,1013.3,116.8,0,2,0
2004-11,15.6,3.1,↖️北北西,東京都,東京,,0,108.5,0,60,5.6,10.9,1014.9,160.9,0,2,2
2004-12,9.9,3.6,↖️北北西,東京都,東京,,0,79.5,3,49,5.3,5.9,1014.2,166.3,2,0,0
2005-01,6.1,3.7,↖️北北西,東京都,東京,,0,77.0,0,47,4.2,4.4,1008.4,200.0,2,0,0
2005-02,6.2,3.9,↖️北北西,東京都,東京,,0,48.0,1,45,6.3,4.2,1011.2,148.9,6,0,0
2005-03,9.0,3.5,⬆️北,東京都,東京,,0,71.0,2,49,6.0,5.7,1009.5,175.1,4,0,0
2005-04,15.1,3.8,↙️南西,東京都,東京,,0,81.0,0,54,5.4,9.2,1009.9,216.1,0,1,0
2005-05,17.7,3.9,↙️南西,東京都,東京,,0,180.5,0,58,7.2,11.7,1006.8,172.3,0,2,0
2005-06,23.2,3.0,↙️南西,東京都,東京,,0,170.5,0,70,8.9,19.9,1003.7,119.3,0,1,0
2005-07,25.6,2.9,↙️南西,東京都,東京,,0,247.5,0,71,8.9,23.1,1003.0,103.9,0,0,0
2005-08,28.1,3.4,↙️南西,東京都,東京,,0,189.5,0,68,7.6,25.4,1005.4,159.9,0,4,0
2005-09,24.7,3.6,↙️南西,東京都,東京,,0,177.5,0,67,7.1,20.9,1011.6,154.2,0,3,0
2005-10,19.2,3.3,↖️北北西,東京都,東京,,0,201.5,0,69,7.3,15.3,1012.5,108.3,0,1,0
2005-11,13.3,2.9,↖️北北西,東京都,東京,,0,34.5,0,52,4.7,8.0,1012.3,194.6,0,0,0
2005-12,6.4,3.4,↖️北北西,東京都,東京,,0,3.5,0,39,3.0,3.8,1007.8,212.4,2,0,0
2006-01,5.1,3.8,↖️北北西,東京都,東京,,0,67.0,10,44,4.9,3.9,1013.2,169.9,5,1,0
2006-02,6.7,3.7,↖️北北西,東京都,東京,,0,113.0,2,53,6.5,5.3,1014.9,128.5,3,0,0
2006-03,9.8,3.8,↖️北北西,東京都,東京,,0,79.5,0,48,5.9,6.0,1007.0,176.2,2,1,0
2006-04,13.6,3.6,↖️北北西,東京都,東京,,0,123.0,0,57,7.1,9.0,1006.2,147.0,0,2,1
2006-05,19.0,3.8,↙️南西,東京都,東京,,0,99.0,0,65,7.9,14.3,1009.9,136.7,0,3,0
2006-06,22.5,2.7,➡️東北東,東京都,東京,,0,138.5,0,71,9.1,19.3,1005.5,79.5,0,1,0
2006-07,25.6,2.7,↙️南西,東京都,東京,,0,165.0,0,74,9.4,24.2,1003.8,59.2,0,2,1
2006-08,27.5,2.7,↙️南西,東京都,東京,,0,126.0,0,69,7.5,25.3,1005.7,160.6,0,5,0
2006-09,23.5,3.8,⬆️北,東京都,東京,,0,175.5,0,68,7.8,19.8,1008.8,103.5,0,2,0
2006-10,19.5,3.7,⬆️北,東京都,東京,,0,318.0,0,66,7.1,14.8,1012.0,137.8,0,0,0
2006-11,14.4,3.3,↖️北北西,東京都,東京,,0,135.0,0,59,6.1,9.8,1012.0,147.5,0,2,0
2006-12,9.5,3.4,↖️北北西,東京都,東京,,0,200.5,0,52,5.9,6.2,1015.2,141.4,0,1,0
2007-01,7.6,3.4,↖️北北西,東京都,東京,,0,42.0,0,45,5.4,4.7,1015.1,175.6,0,0,0
2007-02,8.6,3.8,↖️北北西,東京都,東京,,0,57.0,0,45,4.1,5.1,1011.7,193.6,0,0,0
2007-03,10.8,4.1,↖️北北西,東京都,東京,,0,77.0,0,44,5.4,6.1,1010.2,195.0,2,1,0
2007-04,13.7,4.1,↙️南西,東京都,東京,,0,134.0,0,59,7.8,9.2,1009.9,151.0,1,5,0
2007-05,19.8,3.6,↙️南西,東京都,東京,,0,115.5,0,58,6.4,13.2,1003.4,226.4,0,2,1
2007-06,23.2,3.1,↙️南西,東京都,東京,,0,80.0,0,66,7.7,18.6,1005.7,187.2,0,1,0
2007-07,24.4,2.9,➡️東北東,東京都,東京,,0,253.0,0,74,8.8,22.6,1001.6,80.6,0,3,0
2007-08,29.0,3.3,↙️南西,東京都,東京,,0,9.5,0,66,6.4,26.1,1007.3,227.9,0,2,0
2007-09,25.2,4.0,↙️南西,東京都,東京,,0,319.5,0,71,8.0,22.9,1008.8,121.3,0,3,0
2007-10,19.0,3.3,⬆️北,東京都,東京,,0,135.5,0,63,7.3,13.8,1013.1,119.8,0,0,0
2007-11,13.3,2.5,↖️北北西,東京都,東京,,0,37.0,0,56,5.7,8.8,1013.4,148.8,0,1,0
2007-12,9.0,2.5,↖️北北西,東京都,東京,,0,72.0,0,54,5.0,6.2,1011.2,168.8,0,0,0
2008-01,5.9,2.8,↖️北北西,東京都,東京,,0,17.5,0,45,5.4,4.2,1013.4,164.8,3,0,0
2008-02,5.5,3.5,↖️北北西,東京都,東京,,0,57.0,4,41,4.3,3.7,1011.0,214.8,6,0,0
2008-03,10.7,2.9,↖️北北西,東京都,東京,,0,119.5,0,52,5.7,6.8,1011.0,187.2,0,2,0
2008-04,14.7,3.1,↖️北北西,東京都,東京,,0,240.0,0,59,7.2,9.8,1009.6,150.0,0,1,0
2008-05,18.5,3.0,↗️北北東,東京都,東京,,0,255.0,0,65,8.5,13.7,1007.8,136.9,0,0,0
2008-06,21.3,2.7,⬇️南,東京都,東京,,0,225.5,0,72,8.8,18.2,1006.2,106.9,0,1,0
2008-07,27.0,2.8,⬇️南南東,東京都,東京,,0,48.0,0,71,8.6,25.1,1005.1,168.4,0,7,0
2008-08,26.8,2.6,⬇️南南東,東京都,東京,,0,387.5,0,74,8.6,26.0,1004.5,130.0,0,8,0
2008-09,24.4,2.5,↖️北北西,東京都,東京,,0,158.5,0,69,7.9,21.2,1008.0,124.1,0,4,0
2008-10,19.4,2.4,↖️北北西,東京都,東京,,0,204.5,0,66,7.1,14.8,1013.4,141.0,0,1,0
2008-11,13.1,2.6,↖️北北西,東京都,東京,,0,74.0,0,56,6.2,8.6,1012.5,142.9,0,0,0
2008-12,9.8,2.8,↖️北北西,東京都,東京,,0,70.5,0,53,4.0,6.6,1013.0,190.8,0,1,0
2009-01,6.8,2.9,↖️北北西,東京都,東京,,0,142.0,0,48,5.5,4.8,1012.8,174.7,3,0,0
2009-02,7.8,3.1,↖️北北西,東京都,東京,,0,46.5,0,50,6.6,5.3,1010.7,131.2,2,0,0
2009-03,10.0,3.5,↖️北北西,東京都,東京,,0,98.5,0,48,6.4,6.1,1011.4,162.9,3,0,0
2009-04,15.7,3.3,↖️北北西,東京都,東京,,0,162.5,0,54,5.5,9.5,1008.7,226.7,0,1,0
2009-05,20.1,3.1,⬇️南,東京都,東京,,0,242.0,0,64,8.1,14.8,1007.3,154.6,0,2,0
2009-06,22.5,2.7,⬇️南南東,東京都,東京,,0,226.0,0,72,9.0,19.5,1003.3,98.8,0,2,0
2009-07,26.3,3.4,⬇️南,東京都,東京,,0,78.5,0,72,9.0,24.5,1003.3,103.5,0,2,0
2009-08,26.6,2.7,⬇️南南東,東京都,東京,,0,242.0,0,69,8.2,23.9,1005.5,136.1,0,3,0
2009-09,23.0,2.5,↗️北東,東京都,東京,,0,53.0,0,64,7.6,17.7,1009.0,136.5,0,0,0
2009-10,19.0,2.7,↖️北北西,東京都,東京,,0,276.5,0,64,6.4,13.9,1010.3,153.3,0,1,0
2009-11,13.5,2.5,↖️北北西,東京都,東京,,0,151.5,0,63,6.8,10.0,1014.9,124.0,0,0,0
2009-12,9.0,2.7,↖️北北西,東京都,東京,,0,82.5,0,51,4.6,6.0,1010.3,181.0,0,0,0
2010-01,7.0,2.7,↖️北北西,東京都,東京,,0,9.0,0,41,3.8,4.2,1010.2,221.9,1,0,0
2010-02,6.5,2.8,↗️北東,東京都,東京,,0,115.0,2,60,6.9,6.0,1012.6,118.3,10,0,0
2010-03,9.1,3.2,↖️北北西,東京都,東京,,0,143.5,0,61,7.0,7.1,1012.7,139.8,2,0,0
2010-04,12.4,3.1,↖️北北西,東京都,東京,,0,214.0,0,62,8.2,9.0,1013.6,139.9,1,0,0
2010-05,19.0,3.2,⬇️南,東京都,東京,,0,114.0,0,60,7.4,13.1,1007.3,198.8,0,0,1
2010-06,23.6,2.9,⬇️南,東京都,東京,,0,108.0,0,67,7.9,19.8,1007.1,162.5,0,3,0
2010-07,28.0,3.3,⬇️南,東京都,東京,,0,70.0,0,70,7.7,26.4,1005.9,182.7,0,2,0
2010-08,29.6,3.4,⬇️南,東京都,東京,,0,27.0,0,67,6.7,27.8,1009.7,222.6,0,1,0
2010-09,25.1,2.9,↖️北北西,東京都,東京,,0,428.0,0,68,7.6,21.8,1008.3,165.3,0,3,0
2010-10,18.9,2.5,↖️北北西,東京都,東京,,0,211.0,0,68,8.6,15.1,1012.7,81.4,0,0,0
2010-11,13.5,2.4,↖️北北西,東京都,東京,,0,94.5,0,56,5.8,8.7,1012.3,158.9,0,1,0
2010-12,9.9,2.7,↖️北北西,東京都,東京,,0,145.5,0,50,4.5,6.2,1005.1,194.9,1,1,0
2011-01,5.1,2.8,↖️北北西,東京都,東京,,0,3.5,0,36,3.2,3.1,1009.1,243.9,4,0,0
2011-02,7.0,2.9,↖️北北西,東京都,東京,,0,151.0,2,52,5.7,5.2,1013.6,148.9,7,0,0
2011-03,8.1,3.2,↖️北北西,東京都,東京,,0,74.0,0,47,5.3,5.1,1010.5,214.8,1,0,0
2011-04,14.5,3.8,⬇️南,東京都,東京,,0,96.0,0,50,5.7,8.5,1008.9,204.0,0,0,0
2011-05,18.5,3.0,⬇️南,東京都,東京,,0,213.5,0,63,8.0,13.2,1007.5,146.3,0,1,0
2011-06,22.8,2.6,⬇️南南東,東京都,東京,,0,116.5,0,71,9.0,19.7,1005.3,105.1,0,1,0
2011-07,27.3,3.3,⬇️南,東京都,東京,,0,54.5,0,67,7.0,24.5,1004.5,186.2,0,5,0
2011-08,27.5,2.6,⬇️南,東京都,東京,,0,244.0,0,71,7.6,25.8,1006.4,168.9,0,4,0
2011-09,25.1,3.3,⬇️南,東京都,東京,,0,235.0,0,68,7.1,22.0,1007.7,165.8,0,1,0
2011-10,19.5,2.8,↖️北北西,東京都,東京,,0,119.5,0,61,7.4,13.9,1013.6,141.3,0,0,0
2011-11,14.9,2.2,↖️北北西,東京都,東京,,0,112.5,0,58,6.7,10.2,1015.4,143.4,0,1,0
2011-12,7.5,2.6,↖️北北西,東京都,東京,,0,59.5,0,48,4.5,5.1,1013.3,187.6,0,0,0
2012-01,4.8,2.7,↖️北北西,東京都,東京,,0,50.0,4,43,5.0,3.7,1012.6,183.0,4,1,0
2012-02,5.4,2.9,↖️北北西,東京都,東京,,0,94.0,2,49,6.4,4.4,1011.6,148.6,5,0,0
2012-03,8.8,3.1,↖️北北西,東京都,東京,,0,144.5,0,59,6.4,6.7,1010.4,149.7,1,0,0
2012-04,14.5,3.2,↖️北北西,東京都,東京,,0,118.5,0,63,6.9,10.6,1010.8,162.4,0,2,0
2012-05,19.6,3.3,⬇️南,東京都,東京,,0,231.0,0,65,7.5,14.8,1005.9,195.4,0,6,0
2012-06,21.4,3.0,↗️北東,東京都,東京,,0,185.0,0,73,8.9,18.4,1005.6,125.3,0,1,0
2012-07,26.4,3.1,⬇️南,東京都,東京,,0,130.0,0,75,8.3,25.9,1004.5,181.3,0,2,0
2012-08,29.1,3.2,⬇️南,東京都,東京,,0,25.0,0,69,6.3,27.7,1008.2,236.0,0,3,0
2012-09,26.2,3.0,⬇️南南東,東京都,東京,,0,214.5,0,73,8.1,24.7,1009.8,164.4,0,10,0
2012-10,19.4,2.8,↖️北北西,東京都,東京,,0,154.5,0,65,6.8,14.8,1011.0,156.6,0,1,0
2012-11,12.7,2.7,↖️北北西,東京都,東京,,0,154.0,0,58,5.8,8.6,1009.6,153.3,0,0,1
2012-12,7.3,2.8,↖️北北西,東京都,東京,,0,69.0,0,52,4.7,5.3,1011.0,166.9,0,0,0
2013-01,5.5,2.9,↖️北北西,東京都,東京,,0,70.0,8,47,3.9,4.3,1012.6,212.5,2,0,0
2013-02,6.2,3.3,↖️北北西,東京都,東京,,0,30.0,0,48,5.6,4.7,1012.9,173.7,3,0,0
2013-03,12.1,3.6,↖️北北西,東京都,東京,,0,44.5,0,55,6.4,8.0,1009.0,190.1,0,0,0
2013-04,15.2,3.9,↖️北北西,東京都,東京,,0,283.0,0,55,5.9,9.6,1005.9,196.0,0,1,0
2013-05,19.8,3.4,⬇️南,東京都,東京,,0,56.0,0,61,6.0,14.3,1008.0,227.1,0,1,0
2013-06,22.9,2.8,⬇️南南東,東京都,東京,,0,159.0,0,74,8.7,20.7,1005.3,123.9,0,1,0
2013-07,27.3,2.9,⬇️南南東,東京都,東京,,0,115.5,0,73,8.7,26.3,1004.2,163.4,0,6,0
2013-08,29.2,3.0,⬇️南南東,東京都,東京,,0,99.0,0,70,6.9,28.0,1002.9,210.6,0,5,0
2013-09,25.2,3.0,↖️北北西,東京都,東京,,0,231.5,0,69,6.8,22.5,1010.2,164.2,0,4,0
2013-10,19.8,3.1,↖️北北西,東京都,東京,,0,440.0,0,72,7.9,16.9,1013.0,110.4,0,0,0
2013-11,13.5,2.6,↖️北北西,東京都,東京,,0,26.0,0,55,4.7,8.8,1011.1,177.4,0,0,0
2013-12,8.3,2.5,↖️北北西,東京都,東京,,0,59.5,0,52,4.3,5.7,1009.1,181.8,1,1,0
2014-01,6.3,2.8,↖️北北西,東京都,東京,,0,24.5,0,45,4.5,4.4,1013.4,204.1,3,0,0
2014-02,5.9,3.3,↖️北北西,東京都,東京,,0,157.5,49,52,7.0,5.0,1014.3,139.8,6,1,0
2014-03,10.4,3.5,↖️北北西,東京都,東京,,0,113.5,0,52,5.6,6.8,1010.3,205.0,1,1,0
2014-04,15.0,3.1,↖️北北西,東京都,東京,,0,155.0,0,56,5.7,9.6,1011.7,218.3,0,2,0
2014-05,20.3,3.4,⬇️南,東京都,東京,,0,135.5,0,62,6.7,14.7,1006.4,236.5,0,2,0
2014-06,23.4,2.6,⬇️南南東,東京都,東京,,0,311.0,0,75,8.4,21.1,1002.9,143.0,0,5,0
2014-07,26.8,2.8,⬇️南南東,東京都,東京,,0,105.5,0,74,7.6,25.9,1004.5,175.6,0,4,0
2014-08,27.7,3.2,⬇️南,東京都,東京,,0,105.0,0,74,7.5,27.2,1005.7,180.9,0,1,0
2014-09,23.2,2.6,↖️北北西,東京都,東京,,0,155.5,0,68,7.8,19.4,1008.4,145.8,0,2,0
2014-10,19.1,2.7,↖️北北西,東京都,東京,,0,384.5,0,67,7.4,15.0,1013.3,135.2,0,2,0
2014-11,14.2,2.5,↖️北北西,東京都,東京,,0,98.5,0,63,6.2,10.3,1013.4,134.6,0,0,0
2014-12,6.7,2.5,↖️北北西,東京都,東京,,0,62.0,0,55,4.2,5.5,1010.8,185.2,2,0,0
2015-01,5.8,3.2,↖️北北西,東京都,東京,,0,92.5,3,52,4.4,4.8,1012.1,182.0,4,0,0
2015-02,5.7,2.9,↖️北北西,東京都,東京,,0,62.0,0,59,5.4,5.4,1012.3,166.9,3,0,0
2015-03,10.3,3.1,↖️北北西,東京都,東京,,0,94.0,0,57,5.9,7.2,1013.7,194.2,1,0,0
2015-04,14.5,3.1,⬇️南,東京都,東京,,0,129.0,0,71,7.9,11.8,1013.9,149.5,1,1,0
2015-05,21.1,3.2,⬇️南,東京都,東京,,0,88.0,0,62,6.9,15.2,1006.9,240.6,0,1,0
2015-06,22.1,2.7,⬇️南南東,東京都,東京,,0,195.5,0,75,8.9,19.7,1005.6,137.3,0,1,0
2015-07,26.2,3.1,⬇️南,東京都,東京,,0,234.5,0,80,7.5,26.7,1006.5,181.8,0,2,0
2015-08,26.7,2.8,⬇️南南東,東京都,東京,,0,103.5,0,78,7.7,27.1,1006.6,137.6,0,2,0
2015-09,22.6,2.5,↖️北北西,東京都,東京,,0,503.5,0,79,8.3,21.5,1009.6,113.3,0,5,0
2015-10,18.4,2.8,↖️北北西,東京都,東京,,0,57.0,0,66,6.2,13.9,1012.6,181.3,0,1,0
2015-11,13.9,2.2,↖️北北西,東京都,東京,,0,139.5,0,74,7.1,12.0,1018.3,120.1,0,0,0
2015-12,9.3,2.5,↖️北北西,東京都,東京,,0,82.5,0,57,5.7,6.8,1016.3,162.0,0,0,0
2016-01,6.1,2.4,↖️北西,東京都,東京,,0,85.0,6,55,4.4,5.1,1013.2,201.5,2,0,0
2016-02,7.2,2.9,↖️北北西,東京都,東京,,0,57.0,0,56,5.8,5.9,1015.8,160.1,3,0,0
2016-03,10.1,2.8,↖️北北西,東京都,東京,,0,103.0,0,61,7.0,7.7,1016.0,161.9,1,1,0
2016-04,15.4,3.3,⬇️南,東京都,東京,,0,120.0,0,67,8.2,11.7,1010.7,149.2,0,0,0
2016-05,20.2,3.4,⬇️南,東京都,東京,,0,137.5,0,66,7.3,15.2,1010.5,204.9,0,0,0
2016-06,22.4,2.9,⬇️南南東,東京都,東京,,0,174.5,0,75,8.3,19.9,1006.6,139.1,0,0,0
