発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,価格帯,売り上げ本数TOP50,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1986-12-05,-,4,SLG,東芝ＥＭＩ,ディーヴァストーリー6ナーサティアの玉座,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-05,-,2,ACT,タカラ,戦え超ロボット生命体トランスフォーマーコンボイの謎,"￥4,900","￥5,000代",0,1,,,,,,,,◾黒,-,-,-,04位,
1986-12-06,-,2,ACT,ユース,ホッターマンの地底探険,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-10,-,4,ADV,タイトー,たけしの挑戦状,"￥5,300","￥5,500代",80,1,,福津浩(ノバ),森永英一郎(ノバ),ビートたけし,,ビートたけし,富士本淳(セタ)|宮成昇(アルュメ),-,-,-,-,01位,
1986-12-10,-,3,SPT,ナムコ,プロ野球ファミリースタジアム,"￥3,900","￥4,000代",205,1,,,,岸本好弘|HIE(小野浩)|くんちゃん(小野泰),中潟憲雄,,永島洋武,-,対戦,03位,-,-,
1986-12-11,-,4,ADV,トーワチキ,シャーロックホームズ伯爵令嬢誘拐事件,"￥5,000","￥5,000代",0,1,,,AYA|NEAR|MAKOTO,M.KUBOTA,,,,-,-,-,-,-,
1986-12-12,-,4,ACT,ハドソン,ドラえもん,"￥5,500","￥5,500代",115,1,,,,,,,,⬜白,-,-,-,-,
1986-12-15,-,4,RPG,アイレム,魔鐘,"￥5,300","￥5,500代",0,1,,スコット津村|ロスふたみ|やまのじゅん|マハヴィシュヌ,R.NAGASU,R.NAGASU|水足淳一,粕川由伸,,,-,-,-,-,-,
1986-12-16,-,2,ACT,ナムコ,メトロクロス,"￥3,900","￥4,000代",0,1,,,田中京太,岡本達郎|小野浩|粕川由紀|北原聡,大野木宜幸,,,-,-,-,-,-,
1986-12-18,-,4,ACT,コナミ,キングコング2怒りのメガトンパンチ,"￥5,300","￥5,500代",0,1,,,山田善朗|MU-CHAN,霜出健治,坂元信也|寺島里恵|山下絹代|禎清宏,,,-,-,-,-,-,
1986-12-18,-,2,ACT,サンソフト,マドゥーラの翼,"￥4,900","￥5,000代",0,1,,,,もりけん,小高直樹,,,-,-,-,-,-,
1986-12-18,-,2,ACT,CBSソニー,聖飢魔Ⅱ悪魔の逆襲！,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-20,-,4,ACT,デービーソフト,レイラ,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-23,-,2,SLG,アスキー,コスモジェネシス,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1986-12-24,-,4,ACT,カプコン,闘いの挽歌,"￥5,500","￥5,500代",0,1,,,江川陽一,西山隆志,森安也子,,,🟨黄,-,-,-,-,
1986-12-26,30,2,ETC,タイトー,アルカノイド,"￥5,400","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1986-12-26,-,4,ACT,日本物産,クレイジークライマー,"￥5,300","￥5,500代",0,1,,,,藤原茂樹,,,,-,-,-,-,-,
1986-12-26,-,4,ADV,ケムコ,時空の旅人,"￥4,900","￥5,000代",0,1,,,,,国吉良一,眉村卓|(『とらえられたスクールバス』より),,-,-,-,-,-,
1987-01-04,-,4,ACT,コナミ,火の鳥鳳凰編我王の冒険,"￥5,300","￥5,500代",0,1,,"LOVELY HIDEKI","LOVELY HIDEKI",霜出健治,水谷郁|前沢秀憲|山下絹代,,,-,-,-,-,-,
1987-01-07,-,4,ACT,ナムコ,ドラゴンバスター,"￥4,900","￥5,000代",0,1,,,是枝ひろき,佐藤英治,慶野由利子,,,-,-,-,-,-,
1987-01-07,-,4,ACT,徳間書店,ラビリンス魔王の迷宮,"￥4,900","￥5,000代",0,1,,,,,トレヴァー・ジョーンズ,テリー・ジョーンズ,,-,-,-,-,-,
1987-01-26,38,4,RPG,エニックス,ドラゴンクエストⅡ悪霊の神々,"￥5,500","￥5,500代",241,1,,中村光一,中村光一,堀井雄二|鳥山明,すぎやまこういち,堀井雄二,千田幸信,◾黒,-,-,-,10位,
1987-02-01,-,2,SPT,バンダイ,ファミリートレーナーシリーズ3エアロビスタジオ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1987-02-06,-,4,ETC,ホットビィ,ザ・ブラックバス,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-02-10,-,2,ACT,リコーエレメックス,新人類,"￥4,900","￥5,000代",0,1,,,,,,,,🟥赤,-,-,-,-,
1987-02-14,-,4,ACT,カルチャーブレーン,飛龍の拳奥義の書,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-02-27,-,4,ACT,バンダイ,ポケットザウルス十王剣の謎,"￥5,500","￥5,500代",0,1,,,,,,,,🟨黄,-,-,-,-,
1987-03-05,-,2,ETC,トンキンハウス,ファミリーシンセいきなりミュージシャン,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-03-06,-,2,ACT,ハドソン,ミッキーマウス不思議の国の大冒険,"￥4,900","￥5,000代",0,1,,菊田昌昭,三上哲|黒田尚樹|菊田昌昭,山本次行|松浦浩司|輪島智美,国本剛章,,,⬜白,-,-,-,-,
1987-03-06,-,4,ADV,ポニーキャニオン,LawoftheWest西部の掟,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-14,-,4,ADV,東宝,タッチミステリーオブトライアングル,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-03-17,-,4,ACT,ビクター音楽産業,花のスター街道,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-18,-,4,ADV,コナミ,グーニーズ2フラッテリー最後の挑戦,"￥4,900","￥5,000代",0,1,,,,,寺島里恵,,,-,-,-,-,-,
1987-03-25,-,4,ACT,タカラ,失われたメッセージロストワードオブジェニー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-03-27,-,4,ACT,ケムコ,南国指令！！スパイVSスパイ,"￥4,900","￥5,000代",0,1,,,マイケル・J・リーデル,,,,,-,-,-,-,-,
1987-04-02,34,4,ADV,ナムコ,さんまの名探偵,"￥4,900","￥5,000代",0,1,,,普川隆志,"SKELETON HIE SAN|瀧上園枝",慶野由利子|小沢純子,兵藤岳史,,-,-,-,-,-,
1987-04-14,-,4,TAB,セタ,森田将棋,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-04-14,-,4,ACT,カプコン,魔界島七つの島の大冒険,"￥4,980","￥5,000代",0,1,,,小林成光,黒川真圭,藤田晴美,,,🟦青,-,-,-,-,
1987-04-15,-,4,ACT,テクノスジャパン,熱血硬派くにおくん,"￥5,300","￥5,500代",0,1,,岸本良久,富山徳之|熊谷慎太郎|佐藤博|西村成孝,緒方孝治|斉藤伸一|向井久美子|白戸政男,澤和雄,,,🟥赤,-,-,-,-,
1987-04-17,-,4,ACT,テクモ,アルゴスの戦士はちゃめちゃ大進撃,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-04-17,-,4,ACT,東映動画,北斗の拳2世紀末救世主伝説,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-04-24,31,2,SPT,ナムコ,ファミリージョッキー,"￥3,900","￥4,000代",0,1,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,-,-,-,-,-,
1987-05-01,-,2,SPT,バンダイ,ファミリートレーナーシリーズ4ジョギングレース,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-05-19,-,4,ACT,ジャレコ,妖怪倶楽部,"￥4,900","￥5,000代",0,1,,,,爬沼晻,村田幸史,,,-,-,-,-,-,
1987-05-24,-,2,SPT,東芝ＥＭＩ,ダイナマイトボウル,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-06-01,-,5,ADV,アスキー,北海道連鎖殺人オホーツクに消ゆ,"￥5,800","￥6,000代",0,1,,,上野利幸,本山重人|のせみのる,,堀井雄二,塩崎剛三,◾黒,-,-,-,-,
1987-06-05,-,4,ACT,SNK,アテナ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-06-05,-,4,ACT,ハドソン,高橋名人のBUGってハニー,"￥5,500","￥5,500代",0,1,,,,,国本剛章(7曲担当),,,-,-,-,-,-,
1987-06-12,-,4,RPG,データイースト,闘人魔境伝ヘラクレスの栄光,"￥5,300","￥5,500代",0,1,,,,,,,,🟦青,-,-,-,-,
1987-06-19,30,3,SPT,ナムコ,ファミリーボクシング,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-06-20,31,4,ACT,デービーソフト,うっでいぽこ,"￥5,500","￥5,500代",0,1,,,小林貴樹|松井文也,高殿収,斉藤康仁,,吉田めぐみ,🟨黄,-,-,-,-,
1987-06-26,32,4,SPT,ジャレコ,燃えろ！！プロ野球,"￥5,500","￥5,500代",158,1,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,🟥赤,-,-,-,-,
1987-06-26,-,4,SPT,ジャレコ,燃えろ！！プロ野球(黒),"￥5,500","￥5,500代",0,1,,,おおたのぶかず,田中哲次,村田幸史|林音人,,関雅行,◾黒,-,-,-,-,
1987-06-27,-,2,ACT,エピックソニー,所さんのまもるもせめるも,"￥4,900","￥5,000代",0,1,,長崎行男,ハル研究所,島武実|所ジョージ,澤和雄,,所ジョージ|北島肇,🟨黄,-,-,-,-,
1987-06-30,-,5,RPG,タイトー,未来神話ジャーヴァス,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-03,-,4,RPG,ハイスコアメディアワーク,ゾンビハンター,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,02位,-,
1987-07-07,-,4,ACT,コナミ,月風魔伝,"￥4,900","￥5,000代",0,1,,,橋本和久|青山和浩|山下和之|風仁美|徳田典|小川光章,米田朗,前沢秀憲,,,-,-,-,-,-,
1987-07-10,-,4,ACT,日本物産,ブービーキッズ,"￥4,900","￥5,000代",0,1,,藤原茂樹,,藤原茂樹,吉田健志|船場洋志,,,-,-,-,-,-,
1987-07-16,-,4,SHT,ハドソン,ヘクター'87,"￥5,000","￥5,000代",0,1,,小山俊典,"小山俊典|永田淳夫|KINCHAN|CHARLEY NAKATA","奥村恵|高津敏之|野中和彦|SUGATA MORIMOTO|YASUAKI KUWAHARA|桑原司|YAMACHAM!|増尾隆幸(パッケージデザイン)",国本剛章,,,-,-,-,13位,-,
1987-07-17,-,4,RPG,ナムコ,ドラゴンスレイヤーⅣ,"￥4,900","￥5,000代",0,1,,,秋葉紀好|木屋善夫,大浦孝浩|都築和彦|古代彩乃,古代祐三|石川三恵子,立川敏男|木屋善夫|畠山孝一|大浦孝浩|秋葉紀好,加藤正幸,-,-,-,-,-,
1987-07-18,-,4,ETC,ケイアミューズメントリース,ジャンボウ,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-07-20,34,4,SHT,サンソフト,ファンタジーゾーン,"￥5,300","￥5,500代",0,1,,石井洋児,片木秀一,石井洋児|近藤正樹,川口博史,,,⬜白,-,-,-,-,
1987-07-22,-,4,ACT,ユース,バツ＆テリー魔境の鉄人レース,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-30,-,4,ETC,バンダイ,カラオケスタジオ基本セット,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-30,-,4,RPG,ビック東海,チェスターフィールド暗黒神への挑戦,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-07-31,-,4,SPT,バンダイ,ファミリートレーナーシリーズ5迷路大作戦,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-08-07,32,4,RAC,スクウェア,ハイウェイスター,"￥4,500","￥4,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-07,-,4,ACT,ハドソン,ボンバーキング,"￥5,500","￥5,500代",0,1,,おおたひろし,笹川敏幸|おかだひろゆき,竹森得泰|山本次行|松浦浩司|輪島智美|桑原美生|増尾隆幸(パッケージデザイン),井上大介|国本剛章,,,🟥赤,-,-,-,-,
1987-08-07,-,4,ACT,キングレコード,ミラクルロピット2100年の冒険,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-08-10,-,4,ACT,トーワチキ,エルナークの財宝,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,19位,
1987-08-10,-,4,RPG,バンダイ,聖闘士星矢黄金伝説,"￥5,500","￥5,500代",0,1,,,,,,,,🟦青,-,-,-,-,
1987-08-11,-,4,TAB,ナムコ,ファミリーマージャン,"￥3,900","￥4,000代",0,1,,,,,吉田健志,,,-,-,-,-,-,
1987-08-11,-,2,TAB,BPS,囲碁九路盤対局,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-11,-,4,ADV,サンソフト,天下のご意見番水戸黄門,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-11,-,4,ACT,コナミ,魔城伝説Ⅱ大魔司教ガリウス,"￥4,900","￥5,000代",0,1,,きたもとしんじ,きたもとしんじ|岸和田聡|徳田典,T.UEYAMA|くぼゆうさく,前沢秀憲|坂元信也|藤尾敦|禎清宏|山下絹代,,,-,-,-,-,-,
1987-08-17,-,4,ACT,HAL研究所,エアーフォートレス,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-21,-,4,ACT,徳間書店,夢幻戦士ヴァリスthefantasicsoldier,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-28,-,4,ADV,タカラ,光の戦士フォトン惑星ゾルディアスの戦い,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-08-31,-,4,SPT,バンダイ,ファミリートレーナーシリーズ6マンハッタンポリス,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-09-03,-,4,RPG,カルチャーブレーン,シェラザードアラビアンドリーム,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-05,-,4,RPG,東芝ＥＭＩ,ゾイド中央大陸の戦い,"￥5,300","￥5,500代",0,1,,,,,,,,🟥赤,-,-,-,-,
1987-09-11,-,4,ADV,東映動画,SWAT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-11,31,4,RPG,ナムコ,デジタルデビル物語女神転生,"￥4,900","￥5,000代",0,1,,,,北爪宏幸|江崎稔,増子司,,,-,-,-,-,-,
1987-09-18,-,4,ACT,アイレム,スペランカーⅡ勇者への挑戦,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-18,-,2,ACT,テクモ,つっぱり大相撲,"￥4,900","￥5,000代",0,1,,,猪瀬祥希,吉沢秀雄,山岸継司,,,-,-,-,-,-,
1987-09-22,-,4,ACT,ジャレコ,バイオ戦士DANインクリーザーとの闘い,"￥4,900","￥5,000代",0,1,,,,爬沼庵,増子司,,,-,-,-,-,-,
1987-09-24,-,1,SHT,HAL研究所,スターゲイト,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-09-24,-,4,TAB,カプコン,井出洋介名人の実践麻雀,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-25,-,4,RPG,タイトー,キョンシーズ2,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-09-25,-,4,ACT,コナミ,沙羅曼蛇,"￥4,900","￥5,000代",0,1,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,🟦青,-,-,-,-,
1987-10-01,-,1,SHT,HAL研究所,ミリピート巨大昆虫の逆襲,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-01,-,4,RPG,トンキンハウス,ロマンシア,"￥5,300","￥5,500代",0,1,,,木屋善夫|秋葉紀好,木屋善夫|山根朝郎,阿部隆人|古代祐三,五十嵐哲也,,-,-,-,-,-,
1987-10-02,-,5,ACT,アイレム,快傑ヤンチャ丸,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-10-09,32,5,RPG,ポニーキャニオン,ウルティマ～恐怖のエクソダス～,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-13,-,5,ACT,ジャレコ,エスパ冒険隊魔王の砦,"￥5,300","￥5,500代",0,1,,,,,坂本慎一,,,-,-,-,-,-,
1987-10-20,-,4,RPG,ケムコ,インドラの光,"￥5,300","￥5,500代",0,1,,しみずげんぞう,,すえだきみなり|てらざわようこ,増野宏之,,道浦忍,-,-,-,-,-,
1987-10-23,-,4,RPG,タイトー,ミネルバトンサーガラゴンの復活,"￥5,500","￥5,500代",0,1,,,森田和郎,米田仁士,大山曜|津田治彦,羅門祐人,,-,-,-,-,-,
1987-10-23,-,4,RPG,アスキー,覇邪の封印,"￥5,800","￥6,000代",0,1,,,,,堺香子,阿賀伸宏|鬼良あきら,,-,-,-,-,-,
1987-10-26,32,5,RPG,ハドソン,桃太郎伝説,"￥5,800","￥6,000代",100,1,,さくまあきら,,土居孝幸,関口和之|国本剛章(金太郎の村の曲とレベルアップ時のジングル),,,⬜白,-,-,-,-,
1987-10-27,-,4,RPG,ホットビィ,星をみるひと,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,18位,
1987-10-28,-,5,ETC,バンダイ,カラオケスタジオ専用カセットトップヒット20Vol.1,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-30,-,4,SPT,ナムコ,サイドポケット,"￥3,900","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1987-10-30,-,1,ACT,HAL研究所,ジャウスト,"￥3,900","￥4,000代",0,1,,,ビル・プフツェンロイター,ジョン・ニューカマー(英語版)|ジャン・ヘンドリクス|パイソン・アンゲロ(英語版),ティム・マーフィ|ジョン・コトラリク(音声),,,-,-,-,-,-,
1987-10-30,-,4,PZL,サンソフト,上海,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-11-01,30,4,SPT,任天堂,マイクタイソンパンチアウト,"￥5,500","￥5,500代",0,1,,,,宮本茂,,,竹田玄洋,-,-,-,-,-,
1987-11-06,-,4,ACT,ナムコ,ルパン三世パンドラの遺産,"￥3,900","￥4,000代",0,1,,,宇田川治久|はなおかくみ,,,,,-,-,-,-,-,
1987-11-06,-,4,SLG,ジャレコ,宇宙船コスモキャリア,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-11-13,-,4,RPG,日本物産,アルテリオス,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-11-16,-,5,RPG,ハドソン,ファザナドゥ,"￥5,900","￥6,000代",0,1,,,奥野仁|小山俊典,岡本敏郎,作曲:竹間ジュン|プログラミング:滝本利昭,,,-,-,-,-,-,
1987-11-27,-,2,SPT,バンダイ,ファミリートレーナーシリーズ7ファミトレ大運動会,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-11-27,-,4,RPG,ナムコ,時空勇伝デビアス,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-12-04,-,4,RPG,ビクター音楽産業,アウトランダーズ,"￥5,300","￥5,500代",0,1,,,,浜崎博嗣,,真鍋譲治,,-,-,-,-,-,
1987-12-04,30,4,ACT,ナムコ,スターウォーズ(ナムコ製),"￥4,900","￥5,000代",0,1,,,岸本好弘,"WAN WAN|SHIMADA",川田宏行,,中村雅哉,-,-,-,-,-,
1987-12-04,-,4,RPG,コナミ,ドラゴンスクロール蘇りし魔竜,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-04,-,4,ACT,パックインビデオ,ランボー,"￥5,300","￥5,500代",0,1,,,,,ジェリー・ゴールドスミス,ディヴィッド・マレル|『一人だけの軍隊』,,-,-,-,-,-,
1987-12-07,-,4,SHT,スクウェア,JJ(ジェイジェイ),"￥4,500","￥4,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-09,-,4,SPT,データイースト,ゴルフ倶楽部バーディラッシュ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-11,-,4,SHT,コナミ,トップガン,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-11,-,3,SPT,ナムコ,ファミリーテニス,"￥3,900","￥4,000代",0,1,,,弓達公雄,永島洋武,小沢純子,,中村雅哉,-,対戦,-,-,-,
1987-12-11,-,4,ADV,タイトー,京都龍の寺殺人事件山村美紗サスペンスシリーズ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-12,34,2,ETC,デービーソフト,鉄道王,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-12-15,-,4,RPG,任天堂,銀河の三人,"￥5,000","￥5,000代",0,1,,,,,,,,🟦青,-,-,-,-,
1987-12-16,-,4,ACT,コナミ,エキサイティングボクシング,"￥7,980","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1987-12-17,-,4,ACT,カプコン,ロックマン,"￥5,300","￥5,500代",120,1,,,,,,,,🟦青,-,-,-,-,
1987-12-18,-,4,ACT,ナムコ,カルノフ,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1987-12-18,-,4,SPT,ケイアミューズメントリース,スティックハンター,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-18,-,4,RAC,タイトー,タイトーグランプリ栄光へのライセンス,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-18,34,5,RPG,スクウェア,ファイナルファンタジー,"￥5,900","￥6,000代",0,1,,坂口博信,ナーシャ・ジベリ,田中弘道|河津秋敏|天野喜孝,植松伸夫,寺田憲史|河津秋敏,宮本雅史,⬜白,-,-,-,-,
1987-12-18,31,4,TAB,ココナッツジャパン,目指せパチプロパチ夫くん,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-22,33,4,RPG,アスキー,ウィザードリィ,"￥5,800","￥6,000代",0,1,,,,,,,,◾黒,-,-,-,-,
1987-12-22,-,4,RPG,バンダイ,ゲゲゲの鬼太郎2妖怪軍団の挑戦,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-22,-,3,SPT,ナムコ,プロ野球ファミリースタジアム87年度版,"￥3,900","￥4,000代",130,1,,,,,,,,-,-,-,-,-,
1987-12-22,-,4,ACT,コナミ,メタルギア,"￥5,300","￥5,500代",0,1,,,福井博幸|大塚友則,小島秀夫|たばたまさみ|ふじもとあずさ,水谷郁|たけのうちしげひろ|古川元亮,,,-,-,-,-,-,
1987-12-25,-,4,SHT,東芝ＥＭＩ,マグナム危機一髪エンパイアシティー1931,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-26,-,4,SHT,ポニーキャニオン,アタックアニマル学園,"￥5,500","￥5,500代",0,1,,はっとりやすお,"TSUHKAI SQUASH YAROH",にしたにあや|ふじもりあつし,はっとりやすお,,,-,-,-,-,-,
1987-12-26,-,4,ACT,ケムコ,スーパーマン,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1987-12-28,-,2,SPT,バンダイ,ファミリートレーナーシリーズ8突撃！風雲たけし城,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1988-01-06,32,4,RAC,ナムコ,ファミリーサーキット,"￥3,900","￥4,000代",0,1,,,遠藤雅伸|もろぼしはずれ,遠藤雅伸,大野木宜幸,,今成一雄,-,-,-,-,-,
1988-01-07,-,5,ADV,HAL研究所,ソフトハウス連続殺人事件殺意の階層,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-01-14,30,4,ACT,コナミ,コナミワイワイワールド,"￥5,500","￥5,500代",0,1,,,青山和浩|徳田典|小川光章,月仲本|日下進,坂元信也|松尾重政|藤尾敦,,,-,-,-,-,-,
1988-01-22,-,4,ACT,東映動画,スケバン刑事Ⅲ,"￥5,300","￥5,500代",0,1,,,,,新田一郎,土屋斗紀雄|橋本以蔵|我妻正義|武上純希|神戸一彦,石原隆|中曽根千治|手塚治,-,-,-,-,-,
1988-01-23,-,4,ADV,サンソフト,リップルアイランド,"￥4,900","￥5,000代",0,1,,,酒井敦史|東谷浩明,KIRITAN|もりけん|HIDECHAN|CHAPPY,小高直樹|RYU,,,-,-,-,-,-,
1988-01-29,-,4,ACT,データイースト,ドナルドランド,"￥5,500","￥5,500代",0,1,,中本博通,石井誠一|GUMON|R.IJYUIN,棈松和哉|TAKAYUKI.M|T.NAGAOKA|かんだあきら|MOTOKO.N,S.KAMIZONO|三浦孝史|酒井省吾,,兼安時紀,🟥赤,-,-,-,-,
1988-02-01,-,4,SPT,HAL研究所,ジャンボ尾崎のホールインワンプロフェッシュナル,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-02-01,-,4,RAC,CBSソニー,パリダカールラリースペシャル,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-02-03,-,4,ACT,バンダイ,仮面ライダー倶楽部,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,09位,
