🌡️平均気温の合計(℃),☔降水量の合計(mm),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,⚪未使用1,⚪未使用2,🌡️平均気温(℃),❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
1987-02,29.5,3.9,↖️北北西,東京都,東京,,0,6.8,7,55,5.2,5.6,1010.2,159.2,4,0,0
1987-03,94.0,3.9,↖️北北西,東京都,東京,,0,9.3,5,59,6.2,7.1,1009.3,149.1,5,0,0
1987-04,42.5,3.6,⬇️南,東京都,東京,,0,14.4,0,59,6.6,9.7,1012.4,199.4,0,0,0
1987-05,65.0,3.9,↙️南西,東京都,東京,,0,19.3,0,64,7.3,14.3,1009.7,172.6,0,0,0
1987-06,120.5,3.7,↙️南西,東京都,東京,,0,22.1,0,67,6.7,17.7,1005.9,193.3,0,0,0
1987-07,146.5,3.4,↙️南西,東京都,東京,,0,27.0,0,72,7.8,25.5,1003.8,177.6,0,4,0
1987-08,45.5,3.3,⬇️南,東京都,東京,,0,27.3,0,73,7.6,26.2,1005.8,159.2,0,6,0
1987-09,214.5,3.9,⬆️北,東京都,東京,,0,23.3,0,72,8.3,20.7,1010.0,104.1,0,1,2
1987-10,193.0,3.3,⬆️北,東京都,東京,,0,18.9,0,69,6.8,15.1,1013.1,145.3,0,1,0
1987-11,39.5,3.6,↖️北北西,東京都,東京,,0,12.8,0,61,6.5,9.2,1015.3,122.5,0,0,0
1987-12,60.5,3.1,↖️北北西,東京都,東京,,0,8.1,5,60,4.1,6.5,1014.5,166.7,2,0,0
1988-01,28.0,3.2,↖️北北西,東京都,東京,,0,7.7,0,52,5.2,5.5,1011.2,197.0,2,0,1
1988-02,17.5,3.9,↖️北北西,東京都,東京,,0,4.9,1,46,5.2,4.0,1013.0,178.3,4,0,0
1988-03,185.0,4.3,↖️北北西,東京都,東京,,0,8.4,1,59,7.6,6.5,1011.0,129.8,4,0,0
1988-04,107.5,3.6,⬇️南,東京都,東京,,0,14.3,9,60,6.3,9.9,1011.2,183.3,2,1,0
1988-05,144.0,3.8,↖️北北西,東京都,東京,,0,18.2,0,62,7.3,12.8,1006.8,178.3,0,3,0
1988-06,198.0,3.5,⬇️南,東京都,東京,,0,22.3,0,72,7.8,19.2,1003.6,122.6,0,2,0
1988-07,158.0,3.3,↗️北東,東京都,東京,,0,22.4,0,77,9.0,20.8,1005.0,61.8,0,0,0
1988-08,341.5,3.3,↙️南西,東京都,東京,,0,27.0,0,76,7.9,26.7,1004.8,143.7,0,7,1
1988-09,251.5,3.6,⬆️北,東京都,東京,,0,22.8,0,78,9.3,21.6,1007.8,39.2,0,0,0
1988-10,58.5,3.3,↖️北北西,東京都,東京,,0,17.5,0,60,6.4,12.4,1010.1,152.1,0,0,0
1988-11,26.0,3.4,↖️北北西,東京都,東京,,0,11.4,0,56,3.6,7.5,1009.1,205.8,0,1,0
1988-12,0.0,3.5,↖️北北西,東京都,東京,,0,8.4,0,47,2.6,5.3,1013.2,213.8,0,0,0
1989-01,95.0,4.0,↖️北北西,東京都,東京,,0,8.1,0,55,5.7,6.1,1015.1,152.6,1,0,0
1989-02,107.0,4.0,↖️北北西,東京都,東京,,0,7.5,0,56,6.2,6.0,1013.8,135.5,1,0,1
1989-03,118.0,4.2,↖️北北西,東京都,東京,,0,9.6,0,57,6.2,6.8,1010.3,176.4,2,1,0
1989-04,187.0,4.1,↖️北北西,東京都,東京,,0,15.6,0,57,6.0,10.0,1008.4,218.4,0,1,1
1989-05,210.0,3.4,⬆️北,東京都,東京,,0,17.7,0,70,8.0,14.0,1007.6,131.6,0,5,1
1989-06,205.0,3.4,⬇️南,東京都,東京,,0,20.7,0,71,8.2,17.2,1006.7,134.6,0,0,1
1989-07,154.0,3.4,⬇️南,東京都,東京,,0,24.1,0,76,8.2,22.7,1009.2,118.6,0,4,1
1989-08,360.5,3.7,⬇️南,東京都,東京,,0,27.1,0,72,6.7,25.7,1003.9,191.5,0,5,0
1989-09,204.0,3.7,↙️南西,東京都,東京,,0,25.2,0,71,8.4,22.8,1008.1,115.1,0,2,0
1989-10,197.0,3.6,↖️北北西,東京都,東京,,0,17.5,0,66,6.5,13.3,1012.5,134.3,0,0,1
1989-11,71.0,3.2,↖️北北西,東京都,東京,,0,14.2,0,61,5.4,10.3,1015.1,145.2,0,1,3
1989-12,29.0,3.7,↖️北北西,東京都,東京,,0,9.2,0,51,4.4,5.9,1012.3,178.9,0,0,0
1990-01,32.5,3.6,↖️北北西,東京都,東京,,0,5.0,4,50,4.7,4.3,1014.4,179.3,5,0,1
1990-02,116.5,3.5,↖️北北西,東京都,東京,,0,7.8,11,67,8.1,7.2,1018.7,81.6,5,0,0
1990-03,97.5,4.6,↖️北北西,東京都,東京,,0,10.6,0,49,5.4,6.3,1011.6,200.4,0,0,0
1990-04,137.5,3.9,↖️北北西,東京都,東京,,0,14.7,0,59,6.7,9.9,1008.8,155.4,0,2,0
1990-05,120.5,3.4,↙️南西,東京都,東京,,0,19.2,0,60,7.1,13.3,1009.0,174.6,0,2,0
1990-06,68.0,3.5,⬇️南,東京都,東京,,0,23.5,0,68,8.1,19.6,1005.8,133.4,0,1,0
1990-07,51.0,3.1,⬇️南,東京都,東京,,0,25.7,0,71,7.6,23.3,1005.1,143.8,0,1,0
1990-08,181.5,4.0,↙️南西,東京都,東京,,0,28.6,0,68,5.4,26.4,1004.7,230.2,0,2,0
1990-09,287.0,3.4,⬇️南,東京都,東京,,0,24.8,0,70,7.0,21.9,1010.0,140.2,0,4,0
1990-10,148.5,3.5,↖️北北西,東京都,東京,,0,19.2,0,66,7.0,14.9,1012.8,137.6,0,0,0
1990-11,234.0,3.2,↖️北北西,東京都,東京,,0,15.1,0,64,4.7,11.2,1014.1,166.9,0,2,0
1990-12,38.0,3.3,↖️北北西,東京都,東京,,0,10.0,0,49,3.1,6.0,1011.5,197.3,0,1,0
1991-01,55.0,3.6,↖️北北西,東京都,東京,,0,6.3,0,48,3.4,4.6,1010.4,210.6,1,0,0
1991-02,69.0,3.8,↖️北北西,東京都,東京,,0,6.5,0,45,4.5,4.5,1008.9,199.3,2,0,0
1991-03,164.0,3.5,↖️北北西,東京都,東京,,0,9.5,0,63,7.0,7.6,1013.3,115.8,0,0,0
1991-04,112.5,3.6,↖️北北西,東京都,東京,,0,15.4,0,64,7.0,11.3,1011.7,150.7,0,0,3
1991-05,61.0,3.5,↙️南西,東京都,東京,,0,18.8,0,63,6.4,13.9,1008.4,204.0,0,0,0
1991-06,142.0,3.0,⬇️南,東京都,東京,,0,23.6,0,73,8.1,21.0,1003.9,127.7,0,1,0
1991-07,72.0,3.0,↙️南西,東京都,東京,,0,26.7,0,70,8.5,24.1,1002.8,136.4,0,2,0
1991-08,238.0,3.3,➡️東北東,東京都,東京,,0,25.5,0,72,7.9,23.6,1003.8,138.4,0,4,0
1991-09,445.5,3.2,⬆️北,東京都,東京,,0,23.9,0,76,7.8,22.6,1008.6,85.6,0,1,0
1991-10,533.0,3.6,↖️北北西,東京都,東京,,0,18.1,0,74,8.1,15.5,1008.9,74.8,0,2,0
1991-11,114.0,3.3,↖️北北西,東京都,東京,,0,13.0,0,59,5.7,8.9,1015.7,145.8,0,0,1
1991-12,36.0,3.0,↖️北北西,東京都,東京,,0,9.2,1,59,4.9,7.0,1015.3,143.9,2,0,0
1992-01,50.0,3.2,↖️北北西,東京都,東京,,0,6.8,1,56,3.8,5.5,1013.1,183.2,1,0,0
1992-02,36.0,3.5,↖️北北西,東京都,東京,,0,6.9,13,49,5.3,5.0,1009.6,166.4,3,1,0
1992-03,205.0,3.6,↖️北北西,東京都,東京,,0,9.7,0,66,8.0,8.0,1014.2,98.8,4,2,0
1992-04,167.5,3.9,↖️北北西,東京都,東京,,0,15.1,0,61,5.9,10.3,1006.8,172.5,0,2,0
1992-05,134.0,3.9,↖️北北西,東京都,東京,,0,17.3,0,64,7.4,12.8,1006.5,162.4,0,7,0
1992-06,237.0,3.0,⬇️南,東京都,東京,,0,20.6,0,71,8.5,17.3,1005.5,113.0,0,1,0
1992-07,111.5,2.6,⬇️南,東京都,東京,,0,25.5,0,72,7.5,23.2,1003.9,153.6,0,2,0
1992-08,9.0,3.5,⬇️南,東京都,東京,,0,27.0,0,70,6.8,25.0,1008.3,184.7,0,0,0
1992-09,108.0,3.5,↖️北北西,東京都,東京,,0,23.3,0,62,7.0,17.7,1008.6,161.7,0,1,0
1992-10,328.0,3.1,↖️北北西,東京都,東京,,0,17.3,0,71,7.2,13.9,1012.6,115.6,0,0,3
1992-11,168.0,3.1,↖️北北西,東京都,東京,,0,13.0,0,63,5.5,9.5,1016.1,146.6,0,0,2
1992-12,65.5,3.2,↖️北北西,東京都,東京,,0,9.4,0,52,4.8,6.4,1013.5,164.9,0,1,0
1993-01,115.0,3.4,↖️北北西,東京都,東京,,0,6.2,0,59,6.1,5.5,1013.2,130.0,5,0,0
1993-02,57.0,3.9,↖️北北西,東京都,東京,,0,7.7,0,47,3.7,5.1,1008.6,195.7,1,0,0
1993-03,60.5,3.6,↖️北北西,東京都,東京,,0,8.7,0,54,6.2,6.1,1011.0,187.7,2,0,0
1993-04,58.0,3.6,↖️北北西,東京都,東京,,0,13.4,0,54,5.5,8.3,1008.0,183.0,0,4,1
1993-05,65.5,3.4,↙️南西,東京都,東京,,0,18.1,0,61,6.8,12.3,1008.0,192.2,0,1,0
1993-06,260.0,3.0,⬇️南,東京都,東京,,0,21.7,0,74,8.3,19.2,1003.6,110.9,0,2,0
1993-07,316.5,3.2,➡️東北東,東京都,東京,,0,22.5,0,80,9.3,21.7,1005.4,75.2,0,1,0
1993-08,412.0,3.2,➡️東北東,東京都,東京,,0,24.8,0,76,8.3,23.7,1005.2,102.2,0,2,0
1993-09,140.0,3.1,↖️北北西,東京都,東京,,0,22.9,0,72,8.4,20.1,1008.9,90.8,0,1,0
1993-10,156.0,3.2,↖️北北西,東京都,東京,,0,17.5,0,63,6.3,12.7,1013.2,143.5,0,0,0
1993-11,167.0,2.9,↖️北北西,東京都,東京,,0,14.1,0,60,5.9,9.9,1016.4,147.5,0,0,0
1993-12,65.0,3.5,↖️北北西,東京都,東京,,0,8.5,0,55,5.1,6.3,1013.6,153.2,2,1,0
1994-01,50.0,3.4,↖️北北西,東京都,東京,,0,5.5,8,55,4.8,5.0,1011.6,173.6,6,0,0
1994-02,88.5,4.2,↖️北北西,東京都,東京,,0,6.6,27,45,4.6,4.4,1005.5,206.2,1,1,0
1994-03,114.5,3.3,↖️北北西,東京都,東京,,0,8.1,0,55,6.8,5.9,1012.9,158.1,0,0,0
1994-04,49.0,3.5,↖️北北西,東京都,東京,,0,15.8,0,57,6.6,10.2,1010.2,209.5,0,1,0
1994-05,133.5,3.4,⬇️南,東京都,東京,,0,19.5,0,63,7.0,14.2,1006.9,194.6,0,0,0
1994-06,144.5,2.8,⬇️南,東京都,東京,,0,22.4,0,71,7.9,18.9,1004.7,136.2,0,1,0
1994-07,93.5,2.9,⬇️南,東京都,東京,,0,28.3,0,69,7.5,26.3,1003.6,202.9,0,3,0
1994-08,92.5,3.1,⬇️南,東京都,東京,,0,28.9,0,68,6.0,26.8,1008.4,239.9,0,5,0
1994-09,235.0,3.1,↖️北北西,東京都,東京,,0,24.8,0,74,7.6,22.9,1005.3,131.8,0,6,0
1994-10,57.0,3.2,↖️北北西,東京都,東京,,0,20.2,0,68,8.5,16.2,1013.0,76.5,0,0,0
1994-11,50.5,3.0,↖️北北西,東京都,東京,,0,13.4,0,60,4.8,9.4,1018.4,167.0,0,2,0
1994-12,23.0,3.2,↖️北北西,東京都,東京,,0,9.0,0,53,5.2,6.1,1014.4,167.3,0,0,0
1995-01,36.0,3.5,↖️北北西,東京都,東京,,0,6.3,0,45,3.1,4.3,1009.9,224.2,0,0,0
1995-02,27.0,3.6,↖️北北西,東京都,東京,,0,6.5,1,49,5.0,4.7,1011.8,179.3,2,0,0
1995-03,180.0,3.6,↖️北北西,東京都,東京,,0,8.9,2,63,6.9,7.2,1011.3,134.4,3,2,0
1995-04,99.5,3.7,↖️北北西,東京都,東京,,0,15.0,0,56,7.1,9.9,1009.8,158.5,0,1,1
1995-05,204.5,3.3,⬇️南,東京都,東京,,0,19.1,0,68,7.8,14.8,1007.8,147.6,0,0,2
1995-06,185.5,3.0,➡️東北東,東京都,東京,,0,20.4,0,77,9.4,18.3,1004.4,62.6,0,1,1
1995-07,171.0,2.6,↙️南西,東京都,東京,,0,26.4,0,75,7.8,25.6,1004.9,137.1,0,1,1
1995-08,31.0,2.7,⬇️南,東京都,東京,,0,29.4,0,68,6.1,27.7,1006.6,248.7,0,5,0
1995-09,164.5,3.3,⬆️北,東京都,東京,,0,23.7,0,65,7.8,19.0,1007.2,149.0,0,0,0
1995-10,79.0,3.2,↖️北北西,東京都,東京,,0,19.5,0,63,6.7,14.4,1012.8,148.0,0,0,0
1995-11,42.0,3.5,↖️北北西,東京都,東京,,0,12.7,0,48,3.9,7.2,1009.5,203.4,0,1,0
1995-12,0.0,3.4,↖️北北西,東京都,東京,,0,7.7,0,42,2.6,4.4,1011.1,235.3,1,0,0
1996-01,13.0,3.5,↖️北北西,東京都,東京,,0,6.6,2,47,3.9,4.8,1010.6,197.8,2,0,0
1996-02,45.0,3.4,↖️北北西,東京都,東京,,0,5.4,16,48,5.0,4.4,1012.2,186.8,8,0,0
1996-03,118.0,3.9,↖️北北西,東京都,東京,,0,9.2,0,53,7.1,6.4,1009.7,162.5,1,0,0
1996-04,111.0,3.3,↖️北北西,東京都,東京,,0,12.7,0,55,6.0,8.2,1009.7,204.8,0,1,0
1996-05,128.0,3.2,↙️南西,東京都,東京,,0,18.1,0,65,7.0,13.6,1008.5,183.7,0,3,0
1996-06,36.0,3.0,⬇️南,東京都,東京,,0,22.6,0,72,9.0,19.7,1004.7,117.8,0,0,0
1996-07,253.5,3.1,⬇️南,東京都,東京,,0,26.2,0,74,7.0,24.9,1005.8,199.6,0,2,0
1996-08,31.5,3.3,➡️東北東,東京都,東京,,0,26.0,0,72,8.1,24.0,1006.6,149.1,0,0,0
1996-09,382.0,3.1,↖️北北西,東京都,東京,,0,22.4,0,72,7.7,19.4,1008.6,139.0,0,2,1
1996-10,83.5,3.0,↖️北北西,東京都,東京,,0,18.0,0,70,6.3,14.5,1013.5,139.9,0,1,0
1996-11,84.0,3.3,↖️北北西,東京都,東京,,0,13.2,0,65,7.0,10.1,1013.5,115.4,0,0,0
1996-12,48.0,3.1,↖️北北西,東京都,東京,,0,9.3,0,55,3.8,6.6,1012.8,187.8,0,0,0
1997-01,29.0,3.6,↖️北北西,東京都,東京,,0,6.8,0,47,3.0,4.7,1007.9,236.6,1,0,0
1997-02,21.5,3.8,↖️北北西,東京都,東京,,0,7.0,0,47,4.9,4.8,1011.1,191.6,2,1,0
1997-03,106.0,3.9,↖️北北西,東京都,東京,,0,10.5,0,56,6.3,7.2,1013.0,181.9,0,1,0
1997-04,105.5,3.3,↖️北北西,東京都,東京,,0,15.2,0,60,6.5,10.3,1009.7,184.3,0,1,2
1997-05,186.0,3.3,↙️南西,東京都,東京,,0,19.2,0,69,7.8,15.3,1005.5,162.7,0,1,1
1997-06,170.5,3.4,↙️南西,東京都,東京,,0,22.7,0,72,7.9,19.5,1005.4,160.6,0,1,0
1997-07,185.0,3.2,↙️南西,東京都,東京,,0,26.6,0,72,7.3,24.7,1004.6,191.9,0,1,0
1997-08,144.0,3.2,↙️南西,東京都,東京,,0,27.0,0,73,7.0,25.8,1006.2,176.1,0,2,0
1997-09,204.0,3.5,↖️北北西,東京都,東京,,0,22.9,0,75,8.6,21.1,1008.4,91.7,0,3,0
1997-10,19.0,2.9,↖️北北西,東京都,東京,,0,18.7,0,60,5.1,13.1,1010.6,192.6,0,0,0
1997-11,91.0,3.3,↖️北北西,東京都,東京,,0,14.3,0,63,6.2,10.4,1015.6,140.8,0,1,0
1997-12,40.5,3.1,↖️北北西,東京都,東京,,0,9.2,0,56,5.1,6.7,1015.3,153.1,1,0,1
1998-01,122.0,3.1,↖️北北西,東京都,東京,,0,5.3,32,59,4.9,5.2,1012.4,162.5,4,1,0
1998-02,110.5,3.5,↖️北北西,東京都,東京,,0,7.0,0,60,6.1,6.1,1014.0,150.4,2,1,1
1998-03,108.0,3.8,↖️北北西,東京都,東京,,0,10.1,6,57,5.9,7.2,1011.6,191.5,4,1,0
1998-04,188.0,3.3,↙️南西,東京都,東京,,0,16.3,0,76,8.3,14.4,1012.7,108.8,0,0,0
1998-05,140.5,3.4,↙️南西,東京都,東京,,0,20.5,0,71,8.2,17.1,1010.8,132.5,0,0,0
1998-06,150.5,3.1,➡️東北東,東京都,東京,,0,21.5,0,76,9.2,19.6,1006.6,73.1,0,0,0
1998-07,156.5,3.0,⬇️南,東京都,東京,,0,25.3,0,76,8.7,24.8,1004.2,113.6,0,4,0
1998-08,143.5,2.8,↙️南西,東京都,東京,,0,27.2,0,78,8.9,27.9,1004.6,91.7,0,4,0
1998-09,229.0,3.5,⬆️北,東京都,東京,,0,24.4,0,77,7.9,23.5,1008.7,83.8,0,1,0
1998-10,142.5,3.2,↖️北北西,東京都,東京,,0,20.1,0,71,7.6,16.9,1012.4,117.2,0,1,1
1998-11,7.5,3.0,↖️北北西,東京都,東京,,0,13.9,0,55,5.5,8.8,1011.7,157.9,0,0,0
1998-12,48.0,3.1,↖️北北西,東京都,東京,,0,9.0,0,57,5.1,6.5,1014.7,152.4,1,0,0
1999-01,19.5,3.1,↖️北北西,東京都,東京,,0,6.6,0,44,3.1,4.3,1009.4,217.0,0,0,0
1999-02,35.5,3.4,↖️北北西,東京都,東京,,0,6.7,1,44,4.1,4.3,1010.6,200.9,4,0,0
1999-03,144.5,3.5,↖️北北西,東京都,東京,,0,10.1,0,62,7.4,8.0,1011.4,119.0,0,0,0
1999-04,205.0,3.7,↖️北北西,東京都,東京,,0,15.0,0,66,7.3,11.5,1009.0,146.3,0,0,3
1999-05,103.5,3.2,↙️南西,東京都,東京,,0,19.9,0,64,7.1,14.6,1007.1,184.0,0,0,0
1999-06,192.5,3.2,↙️南西,東京都,東京,,0,22.8,0,73,8.5,20.0,1005.5,135.8,0,0,0
1999-07,342.0,3.7,↙️南西,東京都,東京,,0,25.9,0,76,7.9,25.5,1004.8,169.0,0,2,0
1999-08,301.0,3.4,↙️南西,東京都,東京,,0,28.5,0,74,6.9,28.7,1006.2,204.0,0,4,0
1999-09,91.0,3.3,↙️南西,東京都,東京,,0,26.2,0,71,7.7,23.9,1009.0,130.3,0,0,0
1999-10,87.5,3.3,↖️北北西,東京都,東京,,0,19.5,0,62,6.5,14.3,1013.0,158.4,0,1,0
1999-11,93.0,2.9,↖️北北西,東京都,東京,,0,14.2,0,60,5.5,9.8,1012.8,157.1,0,0,2
1999-12,7.0,2.8,↖️北北西,東京都,東京,,0,9.0,0,47,3.6,5.4,1013.2,186.3,0,0,0
2000-01,66.5,3.2,↖️北北西,東京都,東京,,0,7.6,0,51,6.0,5.5,1014.1,153.8,3,0,0
2000-02,4.0,3.7,↖️北北西,東京都,東京,,0,6.0,0,38,4.2,3.6,1008.1,207.7,4,1,0
2000-03,85.5,3.7,↖️北北西,東京都,東京,,0,9.4,0,44,4.7,5.3,1008.3,207.9,0,0,0
2000-04,151.5,3.6,↖️北北西,東京都,東京,,0,14.5,0,55,6.7,9.0,1006.9,174.9,0,3,0
2000-05,109.0,3.1,⬇️南,東京都,東京,,0,19.8,0,68,7.4,15.6,1007.3,184.0,0,2,0
2000-06,232.0,3.1,↙️南西,東京都,東京,,0,22.5,0,74,8.0,20.1,1004.8,129.8,0,0,1
2000-07,373.5,3.3,↙️南西,東京都,東京,,0,27.7,0,70,6.5,25.6,1003.6,210.2,0,5,0
2000-08,162.0,2.7,↙️南西,東京都,東京,,0,28.3,0,69,6.8,26.5,1007.1,185.7,0,4,0
2000-09,164.0,3.0,↖️北北西,東京都,東京,,0,25.6,0,69,7.2,22.6,1007.5,128.9,0,5,0
2000-10,142.5,2.9,↖️北北西,東京都,東京,,0,18.8,0,67,8.2,14.5,1013.1,97.7,0,1,0
2000-11,106.0,3.3,↖️北北西,東京都,東京,,0,13.3,0,63,7.4,9.8,1015.8,109.7,0,1,0
2000-12,6.5,3.1,↖️北北西,東京都,東京,,0,8.8,0,46,4.2,5.2,1012.9,172.2,0,0,0
2001-01,126.5,3.6,↖️北北西,東京都,東京,,0,4.9,12,47,4.4,4.0,1010.2,178.8,4,1,0
2001-02,23.0,3.3,↖️北北西,東京都,東京,,0,6.6,0,48,5.7,4.7,1012.9,153.0,4,0,0
2001-03,107.5,3.6,↖️北北西,東京都,東京,,0,9.8,0,51,5.7,6.3,1006.0,180.1,5,0,0
2001-04,40.5,3.6,↙️南西,東京都,東京,,0,15.7,0,56,5.5,10.1,1010.5,219.5,0,0,0
2001-05,170.5,3.2,↙️南西,東京都,東京,,0,19.5,0,69,7.8,15.6,1007.0,160.6,0,4,0
2001-06,144.5,2.8,↙️南西,東京都,東京,,0,23.1,0,70,9.0,19.7,1003.6,107.8,0,2,0
2001-07,41.5,3.2,↙️南西,東京都,東京,,0,28.5,0,63,5.9,24.6,1004.6,259.2,0,4,0
2001-08,136.5,2.9,➡️東北東,東京都,東京,,0,26.4,0,71,8.6,24.2,1005.7,94.0,0,0,0
2001-09,204.0,3.2,➡️東北東,東京都,東京,,0,23.2,0,68,7.4,19.8,1008.8,109.4,0,0,0
2001-10,343.0,3.2,↖️北北西,東京都,東京,,0,18.7,0,62,6.0,13.3,1013.1,154.6,0,1,0
2001-11,123.5,2.8,↖️北北西,東京都,東京,,0,13.1,0,55,4.9,8.3,1012.2,169.6,0,0,0
2001-12,30.0,3.1,↖️北北西,東京都,東京,,0,8.4,0,46,3.9,5.0,1013.9,189.9,1,0,0
2002-01,98.5,3.2,↖️北北西,東京都,東京,,0,7.4,0,46,3.9,4.8,1008.1,201.9,2,1,0
2002-02,25.0,3.1,↖️北北西,東京都,東京,,0,7.9,0,48,5.6,5.2,1013.1,163.5,2,0,0
2002-03,82.0,3.5,↖️北北西,東京都,東京,,0,12.2,0,49,5.5,7.0,1009.1,191.3,0,2,0
2002-04,58.0,3.7,➡️東北東,東京都,東京,,0,16.1,0,57,7.4,10.6,1011.6,164.2,0,0,0
2002-05,112.5,3.1,↙️南西,東京都,東京,,0,18.4,0,64,8.2,13.4,1008.2,153.0,0,2,0
2002-06,151.5,3.0,↙️南西,東京都,東京,,0,21.6,0,69,8.4,17.4,1004.7,123.3,0,2,0
2002-07,124.0,3.2,↙️南西,東京都,東京,,0,28.0,0,70,7.7,26.0,1003.7,189.5,0,0,0
2002-08,120.0,3.4,↙️南西,東京都,東京,,0,28.0,0,66,6.1,24.8,1005.3,231.0,0,4,0
2002-09,207.0,2.9,⬆️北,東京都,東京,,0,23.1,0,69,7.7,19.5,1009.9,117.3,0,4,0
2002-10,194.0,3.1,↖️北北西,東京都,東京,,0,19.0,0,62,5.4,13.9,1010.5,183.4,0,2,0
2002-11,27.5,3.1,↖️北北西,東京都,東京,,0,11.6,0,50,5.7,6.9,1010.5,140.9,0,0,0
2002-12,94.5,3.0,↖️北北西,東京都,東京,,0,7.2,3,57,5.9,5.9,1014.7,130.7,1,0,0
2003-01,101.0,3.2,↖️北北西,東京都,東京,,0,5.5,0,46,4.0,4.1,1010.3,208.0,5,0,0
2003-02,53.5,3.3,↖️北北西,東京都,東京,,0,6.4,0,52,5.8,5.0,1013.1,154.0,4,0,0
2003-03,159.5,3.6,↖️北北西,東京都,東京,,0,8.7,0,49,5.4,5.6,1011.8,203.8,0,0,0
2003-04,121.0,3.7,↙️南西,東京都,東京,,0,15.1,0,61,7.4,10.6,1010.3,162.6,0,0,0
2003-05,172.5,2.9,➡️東北東,東京都,東京,,0,18.8,0,65,8.0,14.2,1011.8,145.6,0,1,0
2003-06,85.0,2.8,↙️南西,東京都,東京,,0,23.2,0,69,8.8,19.6,1004.4,103.6,0,0,0
2003-07,187.5,2.8,➡️東北東,東京都,東京,,0,22.8,0,75,9.7,20.8,1005.6,48.2,0,0,0
2003-08,370.0,3.0,↙️南西,東京都,東京,,0,26.0,0,73,8.3,24.3,1006.3,130.3,0,2,0
2003-09,150.0,3.3,⬆️北,東京都,東京,,0,24.2,0,66,7.3,20.0,1009.2,160.2,0,1,1
2003-10,171.5,3.1,↖️北北西,東京都,東京,,0,17.8,0,59,7.2,12.1,1012.1,137.6,0,2,0
2003-11,229.5,3.0,⬆️北,東京都,東京,,0,14.4,0,67,7.5,11.3,1016.4,87.9,0,0,2
2003-12,53.0,3.0,↖️北北西,東京都,東京,,0,9.2,0,50,4.0,5.8,1010.1,181.4,1,0,0
2004-01,3.5,3.4,↖️北北西,東京都,東京,,0,6.3,0,43,4.1,4.1,1011.0,203.6,4,0,0
2004-02,20.0,3.5,↖️北北西,東京都,東京,,0,8.5,0,45,4.0,5.2,1009.9,218.3,0,0,0
2004-03,129.5,4.1,↙️南西,東京都,東京,,0,9.8,0,53,6.4,6.6,1012.6,170.9,2,0,0
2004-04,69.5,4.0,↙️南西,東京都,東京,,0,16.4,0,51,5.4,9.5,1007.0,235.4,0,1,0
2004-05,149.0,3.8,➡️東北東,東京都,東京,,0,19.6,0,67,8.3,15.4,1008.0,139.9,0,0,0
2004-06,112.5,3.6,↙️南西,東京都,東京,,0,23.7,0,66,7.5,19.4,1006.9,170.6,0,2,0
2004-07,23.5,3.4,↙️南西,東京都,東京,,0,28.5,0,62,6.3,23.7,1004.7,232.2,0,3,0
2004-08,79.5,3.8,↙️南西,東京都,東京,,0,27.2,0,65,8.0,23.2,1006.5,177.8,0,1,0
2004-09,195.0,4.1,↙️南西,東京都,東京,,0,25.1,0,68,7.4,21.5,1011.7,140.0,0,3,0
2004-10,780.0,3.6,⬆️北,東京都,東京,,0,17.5,0,69,7.1,13.9,1013.3,116.8,0,2,0
2004-11,108.5,3.1,↖️北北西,東京都,東京,,0,15.6,0,60,5.6,10.9,1014.9,160.9,0,2,2
2004-12,79.5,3.6,↖️北北西,東京都,東京,,0,9.9,3,49,5.3,5.9,1014.2,166.3,2,0,0
2005-01,77.0,3.7,↖️北北西,東京都,東京,,0,6.1,0,47,4.2,4.4,1008.4,200.0,2,0,0
2005-02,48.0,3.9,↖️北北西,東京都,東京,,0,6.2,1,45,6.3,4.2,1011.2,148.9,6,0,0
2005-03,71.0,3.5,⬆️北,東京都,東京,,0,9.0,2,49,6.0,5.7,1009.5,175.1,4,0,0
2005-04,81.0,3.8,↙️南西,東京都,東京,,0,15.1,0,54,5.4,9.2,1009.9,216.1,0,1,0
2005-05,180.5,3.9,↙️南西,東京都,東京,,0,17.7,0,58,7.2,11.7,1006.8,172.3,0,2,0
2005-06,170.5,3.0,↙️南西,東京都,東京,,0,23.2,0,70,8.9,19.9,1003.7,119.3,0,1,0
2005-07,247.5,2.9,↙️南西,東京都,東京,,0,25.6,0,71,8.9,23.1,1003.0,103.9,0,0,0
2005-08,189.5,3.4,↙️南西,東京都,東京,,0,28.1,0,68,7.6,25.4,1005.4,159.9,0,4,0
2005-09,177.5,3.6,↙️南西,東京都,東京,,0,24.7,0,67,7.1,20.9,1011.6,154.2,0,3,0
2005-10,201.5,3.3,↖️北北西,東京都,東京,,0,19.2,0,69,7.3,15.3,1012.5,108.3,0,1,0
2005-11,34.5,2.9,↖️北北西,東京都,東京,,0,13.3,0,52,4.7,8.0,1012.3,194.6,0,0,0
2005-12,3.5,3.4,↖️北北西,東京都,東京,,0,6.4,0,39,3.0,3.8,1007.8,212.4,2,0,0
